#,ID,CompanyName,TradeName,Address1,Address2,PostCode,City,Province,Region,Country,Language,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode01,InternationalLabel01,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHereReliabilityCodeDescription,EmployeesTotalReliabilityCodeDescription,EmployeesHere,EmployeesTotal,ImportExportAgentCodeDescription,LegalStatusCodeDescription,StatusCodeDescription,SalesVolume,SalesVolumeDollars,SalesVolumeEuros,CurrencyCode,SalesVolumeReliabilityCodeDescription
11,0993719462,AREVALO BENITEZ ALEXIS,,[redacted],[redacted],,Tibú,Norte de Santander,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,54267345,Colombian National Tributary Id Number,True,0254,Poultry hatcheries,,,M,2008,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,500000,500000,None or Not Available,Not available,SingleLocation,4356828194,989000,968897,COP,Modeled
12,0991500827,GARCIA MONTOYA CARMEN ROSA,,[redacted],[redacted],,Manizales,Caldas,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,243200627,Colombian National Tributary Id Number,True,5499,Miscellaneous food stores,,,M,1984,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,373800,373800,None or Not Available,Not available,SingleLocation,3118942731,708000,693609,COP,Modeled
13,0926080986,ANIBAL DE JESUS OCHOA SALAS,,[redacted],[redacted],,El Paso,Cesar,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,,,,1629,"Heavy construction, nec",,,M,2022,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,350000,350000,None or Not Available,Not available,SingleLocation,4894273128,1111000,1088417,COP,Modeled
14,0992904661,BASE NAVAL ARC BOGOTA,ARC,[redacted],[redacted],111321,Bogotá,Capital District,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,8001416441,Colombian National Tributary Id Number,True,9711,National security,,,M,1810,4,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,34000,Imports,Non profit organization,HQ,1525187185000,762593593,747092946,COP,Actual
15,0797707363,MORALES PUENTES ARACELLY,,[redacted],[redacted],,Palmira,Valle del Cauca,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,,,,5499,Miscellaneous food stores,,,M,2020,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,310000,310000,None or Not Available,Not available,SingleLocation,35012000,8718,8540,COP,Actual
16,01098195400,DE LA TORRE MOLINA ELKIN HERNAN,,[redacted],[redacted],,Candelaria,Valle del Cauca,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,,,,5451,Dairy products stores,,,M,2022,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,300000,300000,None or Not Available,Not available,SingleLocation,3118942731,708000,693609,COP,Modeled
17,01098183712,HERNANDO JESUS VERGARA NORIEGA,,[redacted],[redacted],,Valledupar,Cesar,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,,,,2711,Newspapers,,,M,2022,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,300000,300000,None or Not Available,Not available,SingleLocation,3907488987,887000,868970,COP,Modeled
18,01065744439,CERON BOTINA JULIAN ANDRES,,[redacted],[redacted],,Pasto,Nariño,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,870607801,Colombian National Tributary Id Number,True,0181,Ornamental nursery products,,,M,2018,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,300000,300000,None or Not Available,Not available,SingleLocation,1200000,299,292,COP,Actual
19,0993251828,GARCIA DE CASTANEDA ANGELICA,,[redacted],[redacted],,Bogotá,Capital District,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,391614535,Colombian National Tributary Id Number,True,5499,Miscellaneous food stores,,,M,2011,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,30000,30000,None or Not Available,Not available,SingleLocation,3118942731,708000,693609,COP,Modeled
20,0996575864,MAQUILARTE RISARALDA S A S,,[redacted],[redacted],,Pereira,Risaralda,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,9008886470,Colombian National Tributary Id Number,True,2329,"Men's and boy's clothing, nec",,,M,2015,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,278499,278499,None or Not Available,Corporation,SingleLocation,309757936,89830,88004,COP,Actual
