#,Methodology Version,API Title,Algorithm,ts,id,ivrating_score,ivrating_stars,ivrating_rank,ecosystem_score,utility_score,technology_score,sentiments_score,name,type,abbr,logo,marketPrice,marketPrice-USD,circulatingSupply,marketCapitalisation,marketCapitalisation-USD,crunchLevel,description,ivrank
12,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2577,28.23470804657566%,1.411735402328783,12,37.24610573390495%,6.151853615573355%,65.58362917744364%,3.9572436593806914%,Ravencoin,null,RVN,https://assets.rdaindex.com/img/cryptoicons/32x32/2577.png,0.093027355119,0.12698766687006008,1.0005665E10,9.3080055115E8,1.2705960538242068E9,95.91836734693877,Ravencoin (RVN) is a cryptocurrency launched in 2018. Users are able to generate RVN through the ...,17
13,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,52,28.167663328860165%,1.4083831664430082,13,33.380597977198576%,6.242413860911844%,65.81586458222043%,7.231776895109817%,XRP,null,XRP,https://assets.rdaindex.com/img/cryptoicons/32x32/52.png,0.847159148966,1.1564207501890595,4.7081679946E10,3.988567591493E10,5.4446231643296844E10,95.91836734693877,"XRP (XRP) is a cryptocurrency . XRP has a current supply of 99,990,161,790 with 47,081,679,946 in...",19
14,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1168,27.43701064701993%,1.3718505323509966,14,37.60258830625229%,6.284561199772511%,65.6772899191921%,0.18360316286282036%,Decred,null,DCR,https://assets.rdaindex.com/img/cryptoicons/32x32/1168.png,81.988503774843,111.91900265482197,1.346227256937196E7,1.10375158537E9,1.5066841194288585E9,95.91836734693877,Decred (DCR) is a cryptocurrency launched in 2016. Users are able to generate DCR through the pro...,18
15,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,541,27.275646873522735%,1.3637823436761367,15,31.710804846081746%,5.497174536545967%,71.89460811146321%,0.0%,Syscoin,null,SYS,https://assets.rdaindex.com/img/cryptoicons/32x32/541.png,0.230758827745,0.3149990140805654,6.218262439647447E8,1.4349189512E8,1.9587465378052592E8,93.87755102040816,Syscoin (SYS) is a cryptocurrency launched in 2014. Users are able to generate SYS through the pr...,20
16,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,4642,26.53869050088084%,1.326934525044042,16,39.67277136029192%,11.607211606785391%,54.09387476172313%,0.780904274722919%,Hedera,null,HBAR,https://assets.rdaindex.com/img/cryptoicons/32x32/4642.png,0.280154652475,0.38242714344704226,1.501894158214876E10,4.20762635949E9,5.743650926860227E9,93.87755102040816,"Hedera (HBAR) is a cryptocurrency launched in 2017. Hedera has a current supply of 50,000,000,000...",12
17,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1684,26.290704095374007%,1.3145352047687002,17,32.30951679378335%,4.706997100692389%,68.14630248702028%,0.0%,Qtum,null,QTUM,https://assets.rdaindex.com/img/cryptoicons/32x32/1684.png,11.342083018052,15.48259281440953,9.88317487260568E7,1.12095789887E9,1.5301717226613142E9,95.91836734693877,"Qtum (QTUM) is a cryptocurrency . Qtum has a current supply of 103,864,203 with 98,830,399.726056...",27
18,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,4030,25.139287841462387%,1.2569643920731193,18,29.263688554936223%,5.132374204691321%,46.85494898407371%,19.3061396221483%,Algorand,null,ALGO,https://assets.rdaindex.com/img/cryptoicons/32x32/4030.png,1.391281368399,1.8991787384127097,6.206090032150329E9,8.63441743234E9,1.1786474237738363E10,93.87755102040816,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 6,667,973,362.301369 with ...",37
19,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1765,25.038367713788162%,1.251918385689408,19,43.71872832105982%,11.024386528874228%,35.64253590289213%,9.767820102326457%,EOS,null,EOS,https://assets.rdaindex.com/img/cryptoicons/32x32/1765.png,3.364144322161,4.5922496446223535,9.623376155843E8,3.23744262547E9,4.419294573173891E9,93.87755102040816,"EOS (EOS) is a cryptocurrency . EOS has a current supply of 1,038,297,076.1163 with 962,296,664.2...",13
20,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2,24.85257292612718%,1.242628646306359,20,25.039312354480497%,3.4383117412223516%,69.0473052212737%,1.885362387532174%,Litecoin,null,LTC,https://assets.rdaindex.com/img/cryptoicons/32x32/2.png,147.370916036034,201.16973945975658,6.88913576367999E7,1.01525824819E10,1.3858856466822271E10,93.87755102040816,Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining...,51
21,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2416,24.82210551598364%,1.2411052757991818,21,29.891740979706803%,7.380327118964609%,55.370378429697865%,6.645975535565276%,THETA,null,THETA,https://assets.rdaindex.com/img/cryptoicons/32x32/2416.png,5.256171770661,7.174975457172687,1.0E9,5.25617177066E9,7.174975457171322E9,95.91836734693877,"THETA (THETA) is a cryptocurrency . THETA has a current supply of 1,000,000,000. The last known p...",25
22,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1274,24.19364065625181%,1.2096820328125903,22,46.16098290326053%,15.2753404143529%,35.33325577374959%,0.004983533644193636%,Waves,null,WAVES,https://assets.rdaindex.com/img/cryptoicons/32x32/1274.png,18.790365706104,25.649925203194215,1.06598884E8,2.00303201422E9,2.734253401340484E9,93.87755102040816,"Waves (WAVES) is a cryptocurrency launched in 2016. Waves has a current supply of 106,594,582. Th...",9
23,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1866,23.984546057705277%,1.1992273028852638,23,31.547853406427727%,5.428155407962381%,53.68726094989792%,5.274914466533081%,Bytom,null,BTM,https://assets.rdaindex.com/img/cryptoicons/32x32/1866.png,0.037981355003,0.051846724549189795,1.61357601880749E9,6.12858036E7,8.365863139358689E7,95.91836734693877,Bytom (BTM) is a cryptocurrency . Users are able to generate BTM through the process of mining. B...,33
24,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,6636,23.67255458687611%,1.1836277293438053,24,49.65997454719812%,8.569169615374335%,36.46107120247716%,2.9824548334356873E-6%,Polkadot,null,DOT,https://assets.rdaindex.com/img/cryptoicons/32x32/6636.png,36.744672176837,50.15858167388368,9.87579314957085E8,3.628827817672E10,4.953557772870848E10,91.83673469387756,"Polkadot (DOT) is a cryptocurrency . Polkadot has a current supply of 1,103,303,471.382273 with 9...",15
25,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,258,23.525017664319577%,1.1762508832159788,25,25.730019542274064%,3.362382602062482%,65.00766851294176%,0.0%,Groestlcoin,null,GRS,https://assets.rdaindex.com/img/cryptoicons/32x32/258.png,0.718138081162,0.9802996043545318,7.872977388736624E7,5.653884875E7,7.717876619299173E7,93.87755102040816,Groestlcoin (GRS) is a cryptocurrency . Users are able to generate GRS through the process of min...,58
26,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,213,23.52272171617435%,1.1761360858087175,26,23.012525282986356%,5.984753097197555%,64.936055240127%,0.15755324438647042%,MonaCoin,null,MONA,https://assets.rdaindex.com/img/cryptoicons/32x32/213.png,1.145351714316,1.5634706776362655,6.5729674871168E7,7.52835958E7,1.0276641931829031E8,91.83673469387756,MonaCoin (MONA) is a cryptocurrency . Users are able to generate MONA through the process of mini...,40
27,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3714,22.708532435007374%,1.1354266217503686,27,23.384917458210282%,6.780016874090153%,47.122578246112845%,13.54661716161621%,LTO Network,null,LTO,https://assets.rdaindex.com/img/cryptoicons/32x32/3714.png,0.205950287732,0.28113393632280853,2.9511617010635996E8,6.077926015E7,8.296717057755566E7,95.91836734693877,"LTO Network (LTO) is a cryptocurrency . LTO Network has a current supply of 401,099,470.01169527 ...",48
28,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2570,22.382057928434637%,1.1191028964217318,28,31.505984788705575%,6.875914792770804%,51.146332132262174%,0.0%,TomoChain,null,TOMO,https://assets.rdaindex.com/img/cryptoicons/32x32/2570.png,1.943300192048,2.652716043583546,8.66542E7,1.683951235E8,2.298689865814869E8,95.91836734693877,"TomoChain (TOMO) is a cryptocurrency . TomoChain has a current supply of 100,000,000 with 86,649,...",31
29,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,5426,21.978314551089028%,1.0989157275544514,29,22.277072493141674%,1.2601722255876568%,35.68561622288066%,28.690397262746114%,Solana,null,SOL,https://assets.rdaindex.com/img/cryptoicons/32x32/5426.png,165.641989454013,226.1108009528275,3.010756683194475E8,4.987077267663E10,6.807646051111833E10,93.87755102040816,"Solana (SOL) is a cryptocurrency launched in 2020. Solana has a current supply of 507,977,277.418...",117
30,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1839,21.85828929498016%,1.0929144647490079,30,22.690605794511182%,10.576472202227755%,54.1660791831817%,0.0%,Binance Coin,null,BNB,https://assets.rdaindex.com/img/cryptoicons/32x32/1839.png,397.649950770494,542.8149538890395,1.66801148E8,6.632846829066E10,9.054215746025629E10,91.83673469387756,"Binance Coin (BNB) is a cryptocurrency . Binance Coin has a current supply of 166,801,148. The la...",30
31,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,131,21.450881186822762%,1.072544059341138,31,28.11848168257439%,3.284559307787751%,52.395380880174415%,2.005102876754495%,Dash,null,DASH,https://assets.rdaindex.com/img/cryptoicons/32x32/131.png,143.334133555123,195.65930021038656,1.041326159213686E7,1.49257582779E9,2.0374514760227673E9,95.91836734693877,Dash (DASH) is a cryptocurrency launched in 2014. Users are able to generate DASH through the pro...,63
32,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3951,21.238777560933077%,1.0619388780466537,32,22.72626269754639%,7.6403959293711425%,54.07584435359699%,0.5126072632177742%,Pirate Chain,null,ARRR,https://assets.rdaindex.com/img/cryptoicons/32x32/3951.png,1.530445063363,2.0891451511295833,1.8792354603694E8,2.8760666332E8,3.925995649835507E8,93.87755102040816,Pirate Chain (ARRR) is a cryptocurrency launched in 2018. Users are able to generate ARRR through...,43
33,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2492,21.030111627517734%,1.0515055813758867,33,31.461733909987267%,6.505147295739786%,46.15041695870664%,0.003148345637233249%,Elastos,null,ELA,https://assets.rdaindex.com/img/cryptoicons/32x32/2492.png,3.278784351729,4.475728396916332,1.980968577922344E7,6.495168775E7,8.866277318208492E7,91.83673469387756,Elastos (ELA) is a cryptocurrency launched in 2017. Users are able to generate ELA through the pr...,34
34,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,4847,21.026721938634108%,1.0513360969317054,34,31.440112520629583%,6.510603256353141%,46.156171977553704%,0.0%,Stacks,null,STX,https://assets.rdaindex.com/img/cryptoicons/32x32/4847.png,1.402193430257,1.9140743277188512,1.28186171595065E9,1.7974180766E9,2.4535786021813593E9,91.83673469387756,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,281,792,76...",35
35,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,328,20.97744341218359%,1.0488721706091795,35,25.15967859924821%,3.323312094403198%,49.35706070181001%,6.069722253272925%,Monero,null,XMR,https://assets.rdaindex.com/img/cryptoicons/32x32/328.png,195.891133850951,267.4026152462575,1.801410358442386E7,3.52880317646E9,4.817018409790187E9,95.91836734693877,Monero (XMR) is a cryptocurrency . Users are able to generate XMR through the process of mining. ...,74
36,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,109,20.72840523621398%,1.036420261810699,36,23.782821191270777%,6.589167132213823%,46.714031781378324%,5.827600839993012%,DigiByte,null,DGB,https://assets.rdaindex.com/img/cryptoicons/32x32/109.png,0.039880828373,0.05443961447097201,1.4809721917263739E10,5.9062397803E8,8.062355515923386E8,95.91836734693877,DigiByte (DGB) is a cryptocurrency . Users are able to generate DGB through the process of mining...,59
37,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1521,20.70905874669893%,1.0354529373349464,37,29.39438200479927%,7.126569534007525%,46.31528344798891%,0.0%,Komodo,null,KMD,https://assets.rdaindex.com/img/cryptoicons/32x32/1521.png,0.785066666837,1.0716609564096256,1.2852759213149E8,1.0090272835E8,1.3773800230694667E8,95.91836734693877,Komodo (KMD) is a cryptocurrency . Users are able to generate KMD through the process of mining. ...,36
38,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3794,20.641880087177224%,1.0320940043588611,38,29.547420753849796%,6.4097739132648615%,35.47460179665016%,11.13572388494408%,Cosmos,null,ATOM,https://assets.rdaindex.com/img/cryptoicons/32x32/3794.png,26.406782614582,36.04677043092398,2.23952626359188E8,5.91386832023E9,8.072768909769708E9,93.87755102040816,"Cosmos (ATOM) is a cryptocurrency . Cosmos has a current supply of 281,710,321.91399 with 223,925...",46
39,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3077,20.548096214300614%,1.0274048107150306,39,27.395111614765128%,6.842699816802495%,46.50804635010996%,1.4465270755248922%,VeChain,null,VET,https://assets.rdaindex.com/img/cryptoicons/32x32/3077.png,0.098494357442,0.13445043810420834,6.4315576989E10,6.33472142904E9,8.647257503091848E9,89.79591836734694,"VeChain (VET) is a cryptocurrency . VeChain has a current supply of 86,712,634,466 with 64,315,57...",41
40,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1376,20.24888898397047%,1.0124444491985234,40,37.65554937046348%,7.378704713976225%,35.26245189313748%,0.6988499583046847%,Neo,null,NEO,https://assets.rdaindex.com/img/cryptoicons/32x32/1376.png,33.189874027698,45.30607863780659,7.0538831E7,2.34117491495E9,3.195837824303477E9,95.91836734693877,"Neo (NEO) is a cryptocurrency . Neo has a current supply of 100,000,000 with 70,538,831 in circul...",28
41,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2566,20.165416914233134%,1.0082708457116567,41,38.558708630350445%,6.747961690822408%,35.35499733575968%,0.0%,Ontology,null,ONT,https://assets.rdaindex.com/img/cryptoicons/32x32/2566.png,0.754310389252,1.0296768762739388,8.75249524E8,6.6020980914E8,9.012241958311143E8,95.91836734693877,"Ontology (ONT) is a cryptocurrency launched in 2017. Ontology has a current supply of 1,000,000,0...",29
42,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2099,19.828500150121048%,0.9885666766747364,42,37.496780121593766%,6.582866386606131%,35.23435409228429%,0.0%,ICON,null,ICX,https://assets.rdaindex.com/img/cryptoicons/32x32/2099.png,1.619123154815,2.2101958240372914,6.730649306945556E8,1.08977501398E9,1.4876052991249971E9,93.87755102040816,"ICON (ICX) is a cryptocurrency . ICON has a current supply of 800,460,000 with 673,001,016.925393...",32
43,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2303,19.702196481153937%,0.9801464320769288,43,24.21029311963279%,2.546304990634861%,52.052187814348095%,0.0%,MediBloc,null,MED,https://assets.rdaindex.com/img/cryptoicons/32x32/2303.png,0.05303409227,0.07239457290088314,5.38240114E9,2.854507587E8,3.8965663172120035E8,95.91836734693877,"MediBloc (MED) is a cryptocurrency . MediBloc has a current supply of 7,697,598,449 with 5,382,40...",91
44,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2868,19.60834833306499%,0.9738898888709993,44,22.966311791580694%,5.580029822447783%,49.887051718231476%,0.0%,Constellation,null,DAG,https://assets.rdaindex.com/img/cryptoicons/32x32/2868.png,0.201851140988,0.27553836628308537,1.2669119310440834E9,2.5572761881E8,3.49082843700943E8,93.87755102040816,Constellation (DAG) is a cryptocurrency launched in 2018. Constellation has a current supply of 3...,66
45,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3441,19.457569807103674%,0.9638379871402449,45,31.515350810459907%,6.861332248737781%,39.453186637558225%,4.095316587781223E-4%,Divi,null,DIVI,https://assets.rdaindex.com/img/cryptoicons/32x32/3441.png,0.022674288643,0.030951702421611563,2.579697479431446E9,5.849280526E7,7.984602872080477E7,95.91836734693877,Divi (DIVI) is a cryptocurrency launched in 2018. Users are able to generate DIVI through the pro...,38
46,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,693,19.4481267650105%,0.9632084510006999,46,23.802157122380777%,7.835077661393972%,46.15419815086274%,0.0010741254045068655%,Verge,null,XVG,https://assets.rdaindex.com/img/cryptoicons/32x32/693.png,0.01760165845,0.024027271728298983,1.648400973783363E10,2.901459093E8,3.960657811540191E8,91.83673469387756,Verge (XVG) is a cryptocurrency . Users are able to generate XVG through the process of mining. V...,52
47,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,5482,19.343285796894357%,0.9562190531262903,47,22.219951824672382%,1.2437768197915033%,53.909414543113535%,0.0%,Counos X,null,CCXX,https://assets.rdaindex.com/img/cryptoicons/32x32/5482.png,39.657940881172,54.135360281163535,1.786023952132309E7,7.0830032306E8,9.668705011944243E8,91.83673469387756,Counos X (CCXX) is a cryptocurrency launched in 2019. Users are able to generate CCXX through the...,116
48,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2606,19.32515635908653%,0.9550104239391021,48,23.54474905117692%,7.554090980842541%,46.19777827261282%,0.004007131713850085%,Wanchain,null,WAN,https://assets.rdaindex.com/img/cryptoicons/32x32/2606.png,0.726105979865,0.9911762423590912,1.9307586450612187E8,1.4019353979E8,1.913722098775542E8,93.87755102040816,"Wanchain (WAN) is a cryptocurrency . Wanchain has a current supply of 193,070,702.16505086. The l...",57
49,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2469,19.258104520332203%,0.9505403013554802,49,29.30085404875716%,5.999013611692298%,41.705600872556865%,0.026949548322493567%,Zilliqa,null,ZIL,https://assets.rdaindex.com/img/cryptoicons/32x32/2469.png,0.079026730256,0.10787601219815163,1.1951020601082718E10,9.4445008133E8,1.289228444148681E9,93.87755102040816,Zilliqa (ZIL) is a cryptocurrency launched in 2017. Users are able to generate ZIL through the pr...,53
50,2.0,RDA IV Rating,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2222,19.23729188023987%,0.9491527920159913,50,21.787437295161954%,1.2522607501154086%,53.90946947568212%,0.0%,Bitcoin Diamond,null,BCD,https://assets.rdaindex.com/img/cryptoicons/32x32/2222.png,1.550700429283,2.116794885516741,1.86492897953E8,2.8919461691E8,3.947672125667169E8,91.83673469387756,Bitcoin Diamond (BCD) is a cryptocurrency . Users are able to generate BCD through the process of...,119
