#,filing_url,filing_uuid,filing_year,client_uuid,client_name,ticker_symbol,client_ticker_indicator,client_government_entity,affiliated_organizations_indicator,affiliated_organizations,affiliated_organizations_count,registrant_id,registrant_name,lobbyist_ids,lobbyist_names,lobbyist_count,lobbyist_more_info,lobbyist_conviction_disclosures,lobbyist_conviction_disclosures_count,agencies,agency_count,general_issue_codes,general_issues,general_issue_count,specific_issues,bills_lobbied_on,lobbying_activities_more_info,foreign_entity_indicator,foreign_entities,foreign_entity_issues,foreign_entity_count,dollar_amount,filing_type,termination_date,date_time_posted,date_posted
11,https://lda.senate.gov/filings/public/filing/bfc1fed2-2c7e-48e5-9b4c-248c2f41d16a/print/,bfc1fed2-2c7e-48e5-9b4c-248c2f41d16a,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen,AMGN,Yes,No,No,,,21506,Kessler & Associates Business Services,"13737, 14320, 21944, 24903, 27988, 29922, 30151, 33917, 35461, 35768, 37698, 41260","Harry Sporidis, Howard Berman, Justin E Brown, Eugene Patrone, Tracey A Carnes, Kelly M Krauser, ...",12.0,"[{'lobbyist_id': '13737', 'lobbyist_name': 'Harry Sporidis', 'previous_positions': 'La, Rep Green...",,,"Senate, House of Representatives",2.0,TAX,Taxation/Internal Revenue Code,1.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '13737, 14320, 21944, 24903, 27988, 29922, 30151, 33917, ...",No,,,,60000.0,Mid-Year Report,,1999-08-11 21:00:00.000,1999-08-11
12,https://lda.senate.gov/filings/public/filing/748d360c-4d70-4422-8eac-802c01905bcf/print/,748d360c-4d70-4422-8eac-802c01905bcf,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen,AMGN,Yes,No,No,,,5153,Baker Donelson Bearman Caldwell & Berkowitz /The Daschle Group,44121,James Keith Kennedy,1.0,"[{'lobbyist_id': '44121', 'lobbyist_name': 'James Keith Kennedy', 'previous_positions': 'Staff Di...",,,Senate,1.0,HCR,Health Issues,1.0,,,"[{'agency_ids': '1', 'lobbyist_ids': '44121', 'specific_issue': '', 'general_issue_code': 'HCR', ...",No,,,,40000.0,Mid-Year Report,,1999-08-12 21:00:00.000,1999-08-12
13,https://lda.senate.gov/filings/public/filing/ec7dbfa2-e4d3-422b-be28-fd9197a70a3a/print/,ec7dbfa2-e4d3-422b-be28-fd9197a70a3a,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen,AMGN,Yes,No,No,,,41113,"Wexler | Walker, A Unit Of Hill+Knowlton Strategies, Llc","16816, 25804, 32627, 34739, 35952, 37686, 38058","Robert Walker, Cynthia Berry, Anne Wexler, Betsey Wright, Dale W Snape, Jody Hoffman, Christine R...",7.0,"[{'lobbyist_id': '16816', 'lobbyist_name': 'Robert Walker', 'previous_positions': 'Former Member,...",,,"Senate, House of Representatives, Department of Health & Human Services (HHS)",3.0,HCR,Health Issues,1.0,,,"[{'agency_ids': '1, 2, 34', 'lobbyist_ids': '16816, 25804, 32627, 34739, 35952, 37686, 38058', 's...",No,,,,100000.0,Mid-Year Report,,1999-08-12 21:00:00.000,1999-08-12
14,https://lda.senate.gov/filings/public/filing/352518d9-918f-487c-9f0d-bcf901bae10a/print/,352518d9-918f-487c-9f0d-bcf901bae10a,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen,AMGN,Yes,No,No,,,43651,Legislative Strategies Group,"18025, 1904, 30233, 37179, 38562, 6579, 7803, 8632, 971","Martin B Gold, Denise M Henry, Allison H Giles, John M Coster, Ann D Labelle, Steven M Hilton, Jo...",9.0,"[{'lobbyist_id': '18025', 'lobbyist_name': 'Martin B Gold', 'previous_positions': ''}, {'lobbyist...",,,House of Representatives,1.0,"CPT, HCR, MMM","Copyright/Patent/Trademark, Health Issues, Medicare/Medicaid",3.0,,,"[{'agency_ids': '2', 'lobbyist_ids': '18025, 1904, 30233, 37179, 38562, 6579, 7803, 8632, 971', '...",No,,,,60000.0,Mid-Year Report,,1999-08-12 21:00:00.000,1999-08-12
15,https://lda.senate.gov/filings/public/filing/34f69d49-b322-4d45-b45f-cfe1a0c8ac36/print/,34f69d49-b322-4d45-b45f-cfe1a0c8ac36,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen Inc,AMGN,Yes,No,No,,,29846,Nossaman Llp,24398,Timothy W Jenkins,1.0,"[{'lobbyist_id': '24398', 'lobbyist_name': 'Timothy W Jenkins', 'previous_positions': ''}]",,,"House of Representatives, Senate",2.0,"HCR, MMM, TAX","Taxation/Internal Revenue Code, Health Issues, Medicare/Medicaid",3.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '24398', 'specific_issue': '', 'general_issue_code': 'MMM...",No,,,,40000.0,Mid-Year Report,,1999-08-15 21:00:00.000,1999-08-15
16,https://lda.senate.gov/filings/public/filing/ebbc132c-8c2c-46c7-bb40-f6bcfb10d966/print/,ebbc132c-8c2c-46c7-bb40-f6bcfb10d966,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen,AMGN,Yes,No,No,,,6006,Bergner Bockorny Castagnetti Hawkins & Brain,"36113, 7073","Melissa Schulman, James Hawkins",2.0,"[{'lobbyist_id': '36113', 'lobbyist_name': 'Melissa Schulman', 'previous_positions': 'Policy Dir,...",,,"Senate, House of Representatives",2.0,VET,Veterans,1.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '36113, 7073', 'specific_issue': '', 'general_issue_code'...",No,,,,40000.0,Mid-Year Report,,1999-08-15 21:00:00.000,1999-08-15
17,https://lda.senate.gov/filings/public/filing/e39264c2-326f-45f0-b7c0-9c0d8e2ddeee/print/,e39264c2-326f-45f0-b7c0-9c0d8e2ddeee,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen,AMGN,Yes,No,No,,,29061,Neuman & Co,6712,Robert A Neuman,1.0,"[{'lobbyist_id': '6712', 'lobbyist_name': 'Robert A Neuman', 'previous_positions': ''}]",,,,,MED,Medical/Disease Research/Clinical Labs,1.0,,,"[{'agency_ids': '', 'lobbyist_ids': '6712', 'specific_issue': '', 'general_issue_code': 'MED', 'g...",No,,,,,Mid-Year Report,,1999-08-15 21:00:00.000,1999-08-15
18,https://lda.senate.gov/filings/public/filing/c8cdbcf0-3d36-499f-aeab-747358c2a7f6/print/,c8cdbcf0-3d36-499f-aeab-747358c2a7f6,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen,AMGN,Yes,No,No,,,16896,"Greenberg Traurig, Llp",30238,Howard Cohen,1.0,"[{'lobbyist_id': '30238', 'lobbyist_name': 'Howard Cohen', 'previous_positions': 'Counsel; Comm O...",,,"House of Representatives, Senate",2.0,"HCR, MMM","Health Issues, Medicare/Medicaid",2.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '30238', 'specific_issue': '', 'general_issue_code': 'MMM...",No,,,,,Mid-Year Report,,1999-08-15 21:00:00.000,1999-08-15
19,https://lda.senate.gov/filings/public/filing/a1f0a0ad-66d0-4301-93d5-7988976d4d41/print/,a1f0a0ad-66d0-4301-93d5-7988976d4d41,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen Inc,AMGN,Yes,No,No,,,41534,Wilmer Cutler Pickering Hale And Dorr Llp,27520,C Boyden Gray,1.0,"[{'lobbyist_id': '27520', 'lobbyist_name': 'C Boyden Gray', 'previous_positions': ''}]",,,"House of Representatives, Senate",2.0,HCR,Health Issues,1.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '27520', 'specific_issue': '', 'general_issue_code': 'HCR...",No,,,,20000.0,Mid-Year Report,,1999-08-15 21:00:00.000,1999-08-15
20,https://lda.senate.gov/filings/public/filing/9ec94e43-54f1-4d81-b3d8-d09596d78cc2/print/,9ec94e43-54f1-4d81-b3d8-d09596d78cc2,1999,d11216b0e9d53cc92f77d150d3e788e532c5b8557727e09aa9,Amgen Inc.,AMGN,Yes,No,No,,,18422,Hogan Lovells Us Llp,36701,Stephen E Lawton,1.0,"[{'lobbyist_id': '36701', 'lobbyist_name': 'Stephen E Lawton', 'previous_positions': ''}]",,,"Senate, House of Representatives",2.0,HCR,Health Issues,1.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '36701', 'specific_issue': '', 'general_issue_code': 'HCR...",No,,,,,Mid-Year Report,,1999-08-15 21:00:00.000,1999-08-15
