#,ID,CompanyName,TradeName,Address1,Address2,PostCode,City,Province,Region,Country,Language,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode01,InternationalLabel01,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHereReliabilityCodeDescription,EmployeesTotalReliabilityCodeDescription,EmployeesHere,EmployeesTotal,ImportExportAgentCodeDescription,LegalStatusCodeDescription,StatusCodeDescription,SalesVolume,SalesVolumeDollars,SalesVolumeEuros,CurrencyCode,SalesVolumeReliabilityCodeDescription
11,0393878585,Daoust,,[redacted],[redacted],1050,Ixelles,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],https://www.daoust.be,BE0400523292,Europe Standard VAT Number,True,7361,Employment agencies,78200,BELGIUM NACE CODE 2008,M,1961,70,[redacted],Managing Director,[redacted],[redacted],[redacted],Belgian French,Actual,Actual,5329,5329,None or Not Available,Corporation,HQ,240272915,271937281,240272915,EUR,Actual
12,0481622234,ISS Facility Services,,[redacted],[redacted],1000,Bruxelles,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],http://www.be.issworld.com:443,BE0403313330,Europe Standard VAT Number,True,7218,Industrial launderers,81220,BELGIUM NACE CODE 2008,M,2014,2121,[redacted],Director,[redacted],[redacted],[redacted],Belgian French,Actual,Actual,5211,5211,None or Not Available,Corporation,HQ,281091802,318135485,281091802,EUR,Actual
13,0481116130,Janssen Pharmaceutica,Janssen Research & Development,[redacted],[redacted],2340,Beerse,Antwerpen,Vlaanderen,Belgium,DUT,[redacted],[redacted],[redacted],[redacted],http://www.janssen.com/belgium/,BE0403834160,Europe Standard VAT Number,True,2834,Pharmaceutical preparations,21201,BELGIUM NACE CODE 2008,M,2014,1351,[redacted],"Managing Director, Director",[redacted],[redacted],[redacted],Flemish,Actual,Actual,4779,4779,Imports & Exports,Corporation,HQ,17190941729,20330540608,17190941729,EUR,Actual
14,0408625073,Securitas,Securis,[redacted],[redacted],1120,Bruxelles,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],,BE0427388334,Europe Standard VAT Number,True,7381,Detective and armored car services,80100,BELGIUM NACE CODE 2008,M,2014,1986,[redacted],Managing Director,[redacted],[redacted],[redacted],Belgian French,Actual,Actual,4751,4751,None or Not Available,Corporation,HQ,318886765,360911257,318886765,EUR,Actual
15,0483965686,Agilitas Group,,[redacted],[redacted],2800,Mechelen,Antwerpen,Vlaanderen,Belgium,DUT,[redacted],[redacted],[redacted],[redacted],http://www.agilitas.be,BE0478971449,Europe Standard VAT Number,True,7361,Employment agencies,78200,BELGIUM NACE CODE 2008,M,2017,97,[redacted],Director,[redacted],[redacted],[redacted],Flemish,Actual,Actual,4734,4734,None or Not Available,Corporation,HQ,263770181,298531134,263770181,EUR,Actual
16,0483548573,Fluvius System Operator,,[redacted],[redacted],9090,Melle,Oost Vlaanderen,Vlaanderen,Belgium,DUT,[redacted],[redacted],[redacted],[redacted],https://www.fluvius.be,BE0477445084,Europe Standard VAT Number,True,4911,Electric services,35110,BELGIUM NACE CODE 2008,M,2002,69,[redacted],Chairman,[redacted],[redacted],[redacted],Belgian French,Actual,Actual,4716,4716,None or Not Available,Cooperative,HQ,1744358297,1974238555,1744358297,EUR,Actual
17,0481120932,Electrabel,Engie,[redacted],[redacted],1000,Bruxelles,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],,BE0403170701,Europe Standard VAT Number,True,4911,Electric services,35110,BELGIUM NACE CODE 2008,M,2008,7179,[redacted],"Managing Director, Director",[redacted],[redacted],[redacted],Belgian French,Actual,Actual,4449,4449,Imports & Exports,Corporation,HQ,12541589731,14194383134,12541589731,EUR,Actual
18,0483843408,La Communauté Française,,[redacted],[redacted],1000,Bruxelles,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],,BE2143343276,,,9199,"General government, nec",84111,BELGIUM NACE CODE 2008,,1970,0,[redacted],General Manager Finance,[redacted],[redacted],[redacted],,Actual,Actual,4000,4000,None or Not Available,Government body,SingleLocation,3996930,4500000,3996930,EUR,Modeled
19,0481115909,CNH Industrial Belgium,,[redacted],[redacted],8210,Zedelgem,West Vlaanderen,Vlaanderen,Belgium,DUT,[redacted],[redacted],[redacted],[redacted],http://www.cnhindustrial.com,BE0400444803,Europe Standard VAT Number,True,3523,Farm machinery and equipment,28300,BELGIUM NACE CODE 2008,M,1913,440,[redacted],Director,[redacted],[redacted],[redacted],Flemish,Actual,Actual,3877,3877,Imports & Exports,Corporation,HQ,1691816430,1914772458,1691816430,EUR,Actual
20,0394168341,G4S Secure Solutions,G4S SECURE SOLUTIONS,[redacted],[redacted],1000,Bruxelles,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],http://www.g4s.be,BE0411519431,Europe Standard VAT Number,True,7381,Detective and armored car services,80100,BELGIUM NACE CODE 2008,M,1997,931,[redacted],General Manager,[redacted],[redacted],[redacted],Belgian French,Actual,Actual,3823,3823,Exports,Corporation,HQ,171258725,193828056,171258725,EUR,Actual
