#,ID,CompanyName,TradeName,Address1,Address2,PostCode,City,Province,Region,Country,Language,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode01,InternationalLabel01,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHereReliabilityCodeDescription,EmployeesTotalReliabilityCodeDescription,EmployeesHere,EmployeesTotal,ImportExportAgentCodeDescription,LegalStatusCodeDescription,StatusCodeDescription,SalesVolume,SalesVolumeDollars,SalesVolumeEuros,CurrencyCode,SalesVolumeReliabilityCodeDescription
11,0315281967,Knowlton Development Corporation Inc.,,[redacted],[redacted],J4H 4A6,Longueuil,Québec,,Canada,FRE,[redacted],[redacted],[redacted],[redacted],,,,,2844,"Perfumes, cosmetics and other toilet preparations",28440008,CANADIAN SIC PLUS 4,M,2018,54,[redacted],Chairman of the Board,[redacted],[redacted],[redacted],,Estimated,Actual,0,11509,None or Not Available,Corporation,HQ,2144000000,1703375840,1708909161,CAD,Actual
12,0320942655,Linamar Corporation,"Corvex Manufacturing, Div of",[redacted],[redacted],N1H 1C5,Guelph,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],,,,,3714,Motor vehicle parts and accessories,37140039,CANADIAN SIC PLUS 4,M,1966,121,[redacted],Board Member,[redacted],[redacted],[redacted],,Actual,Actual,11736,29060,Imports & Exports,Corporation,HQ,6536574000,5109718335,5126316971,CAD,Actual
13,0312723623,General Electric Canada Company,GE Energy,[redacted],[redacted],L5N 0C9,Mississaugas of Scugog Island,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://www.ge.com/ca,,,,3625,Relays and industrial controls,36220003,CANADIAN SIC PLUS 4,,1892,4413,[redacted],Chairman of the Board,[redacted],[redacted],[redacted],,Actual,Actual,500,10000,Imports & Exports,Corporation,HQ,3688957446,2829150000,2838340336,CAD,Modeled
14,0311339249,J. D. Irving Limited,"Lake Utopia Paper, Div of",[redacted],[redacted],E2L 4Z2,Saint John,New Brunswick,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://www.jdirvinglumber.com/,,,,2421,"Sawmills and planing mills, general",24210004,CANADIAN SIC PLUS 4,M,1882,400,[redacted],Chairman of the Board,[redacted],[redacted],[redacted],,Actual,Actual,1200,15000,Exports,Corporation,HQ,3762497979,2885550000,2894923548,CAD,Modeled
15,0313925650,Office of the Prime Minister,PMO,[redacted],[redacted],K1A 0A2,Ottawa,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],,,,,9121,Legislative bodies,91510010,CANADIAN SIC PLUS 4,M,1867,11275,[redacted],Prime Minister,[redacted],[redacted],[redacted],,Actual,Actual,50,195565,None or Not Available,Not available,HQ,0,0,0,,Estimated
16,0319775635,Paccar of Canada Ltd,Canadian Kenworth Company,[redacted],[redacted],L5N 4J8,Mississaugas of Scugog Island,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://www.paccar.com/,793434,Canada Federal Corporation Number,False,3531,Construction machinery,35310091,CANADIAN SIC PLUS 4,M,1974,286,[redacted],Director,[redacted],[redacted],[redacted],,Estimated,Actual,0,25000,Imports,Corporation,HQ,9155959391,7021925000,7044735333,CAD,Modeled
17,0316507736,TELUS Communications Inc,Telus Business Solutions,[redacted],[redacted],V6B 0M3,Vancouver,British Columbia,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],https://stores.telus.com/bc-vancouver-11356320,,,,4899,"Communication services, nec",48990008,CANADIAN SIC PLUS 4,M,1906,370,[redacted],President & Board Member,[redacted],[redacted],[redacted],,Actual,Actual,1800,27000,Exports,Corporation,HQ,11777813708,9032688000,9062030185,CAD,Modeled
18,0354383267,Southern Health-Santé Sud,,[redacted],[redacted],R6W 1H8,Winkler,Manitoba,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],https://www.southernhealth.ca/en/finding-care/winkler/boundary-trails-health-centre/,,,,9431,Administration of public health programs,92610007,CANADIAN SIC PLUS 4,M,2021,0,[redacted],,[redacted],[redacted],[redacted],,Actual,Actual,46000,46000,None or Not Available,Not available,SingleLocation,10692793230,8356728000,8383874366,CAD,Modeled
19,0363986460,Costco Wholesale Canada Ltd.,Costco Canada,[redacted],[redacted],K2E 1C5,Ottawa,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://www.costco.ca/,8915342,Canada Federal Corporation Number,False,5099,"Durable goods, nec",50990018,CANADIAN SIC PLUS 4,M,1983,798,[redacted],President,[redacted],[redacted],[redacted],,Actual,Actual,190,14500,None or Not Available,Corporation,HQ,13145826705,10081850000,10114600329,CAD,Modeled
20,0358186298,Corporation of the City of Toronto,City of Toronto,[redacted],[redacted],M5H 2N1,Toronto,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://torontosun.com/,,,,9121,Legislative bodies,93510003,CANADIAN SIC PLUS 4,M,1817,352,[redacted],Mayor,[redacted],[redacted],[redacted],,Actual,Actual,500,39000,None or Not Available,Not available,HQ,14383000000,10801992575,10837082247,CAD,Actual
