#,IMONumber,VesselName,SpecialSurveyDate,DryDockDate,IOPP_Issue_Date,IOPP_Exp_Date,Technical_Manager,CountryCode,Website,Email,Phone,Address,LinkedIn,DateModified
37,9545065,ARIETTA,1/17/2027,11/20/2026,6/11/2022,1/17/2027,Alloceans Shipping Co Ltd,GRC,,[redacted],[redacted],"225-227 Kifissias Ave, ""ANAVRYTA 2"" Building 14561, Kifissia Greece",,6/7/2024
38,9575888,KFS MERYEM ANA,6/11/2025,,9/13/2023,6/11/2026,KFS Maritime Co,TRK,,[redacted],[redacted],"C/O Canakcesme Denizcilik Ticaret Sanayi Ltd , A Blok, Yali Apartmani, Kucukyali Caddesi 10/1, Ya...",,6/7/2024
39,9574028,AGIA MONI,9/11/2024,9/11/2024,10/5/2022,9/11/2024,Newport SA,GRC,,[redacted],[redacted],"9, Agiou Spyridonos Street, 185 35 Piraeus, Greece",,6/7/2024
40,9588354,AMALIA,7/19/2026,7/19/2026,5/18/2022,7/18/2026,Alloceans Shipping Co Ltd,GRC,,[redacted],[redacted],"225-227 Kifissias Ave, ""ANAVRYTA 2"" Building 14561, Kifissia Greece",,6/7/2024
41,9543835,RICH SOURCE,5/1/2013,,8/28/2023,7/5/2027,Pu Ji Industrial Co Ltd,HKG,,[redacted],[redacted],"3F, Workington Tower, 78, Bonham Strand, Sheung Wan, Hong Kong, China",,6/7/2024
42,9585285,MSC DIVINA,3/7/2027,,1/16/2023,3/7/2027,MSC Cruise Management UK Ltd,GBI,,[redacted],[redacted],"5, Roundwood Avenue, Stockley Park, Uxbridge, UB11 1FF, United Kingdom.",https://www.linkedin.com/company/msc-cruise-management-uk-limited,6/7/2024
43,8808161,SEI SHIN,10/30/2027,,10/13/2022,10/30/2027,Green World Co. Ltd.,KRS,http://www.greenworldcompany.com,[redacted],[redacted],"6th Floor, Green World Building, 10, Jungang-daero 236beon-gil, Dong-gu, Busan, South Korea.",,6/7/2024
44,8841632,VOLGO-BALT 213,7/8/2005,7/6/2005,10/19/2022,2/7/2026,Orbital Ship Management Co,TRK,,[redacted],[redacted],"Block B, Apartmani 13, Nadide Sokak 110, Mehmetnezihiozmen M, Gungoren, 34169 Istanbul, Turkey.",,6/7/2024
45,8832069,KAPITAN KIRICHENKO,5/15/2022,,5/29/2023,5/15/2027,Dalreefer Shipping Co Ltd,RUS,http://dalreefer.ru/en/,[redacted],[redacted],"ul Pushkinskaya 22, Vladivostok, Primorskiy kray, 690001, Russia",,6/7/2024
46,9540742,DONGHONG 8,10/12/2026,10/26/2024,10/9/2022,10/12/2026,Ningbo Donghong Shipping Development Co Ltd,CHN,,[redacted],[redacted],"Hepu Shipbuilding Industrial Park, Hepuzhen, Xiangshan Xian, Zhejiang, 315733, China.",,6/7/2024
47,9579444,MING LIAN,3/27/2026,3/27/2026,10/24/2022,3/27/2026,Fuzhou Hailing Shipping Co Ltd,CHN,,[redacted],[redacted],"Room 2103, Shida International Plaza, 216, Hudong Lu, Gulou Qu, Fuzhou, Fujian, 350003, China",,6/7/2024
48,9587269,CANCUN,5/27/2024,5/27/2024,5/26/2024,6/16/2024,TMS Dry Ltd,GRC,,[redacted],[redacted],"11, Fragkokklisias Street, Marousi, 151 25 Athens, Greece",,6/7/2024
49,9236561,RACHA BHUM,8/27/2028,8/16/2026,8/17/2023,8/23/2028,RCL Shipmanagement Pte Ltd,SNG,,[redacted],[redacted],"08-00, ABI Plaza, 11, Keppel Road, Singapore 089057",,6/7/2024
50,9326718,CARO,9/5/2027,9/5/2027,6/17/2023,9/5/2027,Ovtrans Petrol Transport Services Co Ltd,VNM,,[redacted],[redacted],"2nd Floor, 87, Nguyen Thai Hoc, Ba Dinh District, Hanoi City, Vietnam",,6/7/2024
51,9303015,JACKY GLORY,1/16/2026,4/11/2024,6/29/2023,8/17/2027,,,,[redacted],[redacted],,,6/7/2024
52,9297125,SEA ARIES,9/6/2024,,2/21/2024,9/6/2024,Optimal Denizcilik Tasimacilik Ltd Sti,TRK,http://www.optimalshipping.com/,[redacted],[redacted],"Daire 33, Levent Life 1, Dereboyu Caddesi 6, Ortabiyir Mah, Kagithane, 34413 Istanbul, Turkey.",,6/7/2024
53,9308089,CONQUEST,4/3/2025,4/3/2025,4/4/2020,4/3/2025,,,,[redacted],[redacted],,,6/7/2024
54,9309447,MSC RANIA,12/31/2025,7/16/2024,7/16/2021,12/31/2025,MSC Shipmanagement Ltd,CYP,https://mscshipmanagement.com/,[redacted],[redacted],"MSC House, 8, Spyrou Kyprianou Avenue, Limassol, Cyprus",https://cy.linkedin.com/in/ravi-amarnath-41215b3b,6/7/2024
55,9304540,CAPE HERON,2/24/2025,2/24/2025,5/16/2024,2/24/2025,Fleet Management Ltd - HKG,HKG,http://www.fleetship.com,[redacted],[redacted],"27th Floor, South Island Place, 8, Wong Chuk Hang Road, Southern, Hong Kong, China",,6/7/2024
56,9304148,AZALEA ISLAND,3/28/2027,4/10/2025,5/28/2023,3/28/2027,Bernhard Schulte Shipmanagement (India) Pvt Ltd,IND,https://www.bs-shipmanagement.com/en/,[redacted],[redacted],"401 Olympia, Hiranandani Gardens Powai, Mumbai 400 076 India",,6/7/2024
57,9307205,CONDOR LNG,1/22/2025,1/22/2025,11/27/2019,1/22/2025,,,,[redacted],[redacted],,,6/7/2024
58,9308998,CHEMTRANS POLARIS,2/27/2025,2/27/2025,7/9/2022,7/8/2027,,,,[redacted],[redacted],,,6/7/2024
59,9293894,FIRMAMENT ACE,10/10/2026,8/21/2021,10/11/2021,10/10/2026,MOL Ship Management Co Ltd (MOLSHIP),JPN,https://www.mol.co.jp/en/index.html,[redacted],[redacted],"3rd Floor, Mitsui OSK Lines Building, 1-1, Toranomon 2-chome, Minato-ku, Tokyo, 105-0001, Japan",,6/7/2024
60,9295036,CHEMTRANS TAURUS,6/15/2026,6/6/2024,6/18/2022,6/15/2026,,,,[redacted],[redacted],,,6/7/2024
61,9308091,CONSTELLATION,6/1/2025,8/31/2023,11/13/2020,6/1/2025,,,,[redacted],[redacted],,,6/7/2024
62,9334002,YM INAUGURATION,8/29/2027,9/8/2025,9/19/2022,8/29/2027,,,,[redacted],[redacted],,,6/7/2024
63,9353694,HUAN HANG 17,10/9/2026,10/9/2024,1/13/2023,10/9/2026,Xiamen Huanhang Logistics Co Ltd,CHN,,[redacted],[redacted],"406-170, North Building, Building 2, Wanxiang International Business Center, 1692, Gangzhong Lu, ...",,6/7/2024
64,9372858,CHEMTRANS CANCALE,6/24/2027,6/24/2027,3/20/2023,6/24/2027,,,,[redacted],[redacted],,,6/7/2024
65,9356086,MAERSK NYASSA,7/9/2028,5/12/2026,5/13/2023,7/9/2028,Maersk A/S,DEN,www.maersk.com,[redacted],[redacted],"Esplanaden 50, 1263 Copenhagen, K, Denmark",,6/7/2024
66,9338864,SUNLIGHT ACE,6/22/2024,6/14/2022,5/18/2022,6/22/2024,Kansai Steamship Co. Ltd.,JPN,https://www.kansai-line.co.jp/,[redacted],[redacted],"16-14, Shinkawa 1-chome, Chuo-ku, Tokyo, 104-0033, Japan.",,6/7/2024
67,9340908,PLEVNE,6/14/2027,7/16/2020,9/22/2022,6/14/2027,Besiktas Likid Tasimacilik Denizcilik Ticaret AS,TRK,http://www.besiktasgroup.com/,[redacted],[redacted],"Kat 15, Blok A, Piyale Pasa Bulvari Memorial Centre, Okmeydani, Sisli, 34385 Istanbul, Turkey",,6/7/2024
68,9345403,COSCO ASIA,4/4/2027,4/4/2025,4/16/2022,4/4/2027,Shanghai Ocean Shipping Co Ltd,CHN,http://www.coscoshanghai.com,[redacted],[redacted],"COSCO Plaza, 378, Dongdaming Lu, Hongkou Qu, Shanghai, 200080, China",,6/7/2024
69,9355161,MADEIRA,8/8/2027,7/30/2025,1/10/2023,8/8/2027,TMS Dry Ltd,GRC,,[redacted],[redacted],"11, Fragkokklisias Street, Marousi, 151 25 Athens, Greece",,6/7/2024
70,9321017,WAN HAI 623,1/18/2026,1/18/2026,6/8/2022,1/18/2026,Bernhard Schulte Shipmanagement (China) Co Ltd,CHN,https://www.bs-shipmanagement.com/en/,[redacted],[redacted],"Block 7, 1st-3rd Floors, 1690, Cailun Lu, Pudong Xinqu, Shanghai, 201203, China",,6/7/2024
71,9378008,DARLING RIVER,3/14/2027,2/26/2025,2/26/2022,3/14/2027,Pacific Basin Shipping HK Ltd,HKG,https://www.pacificbasin.com/en/global/home.php,[redacted],[redacted],"31/F, One Island South, 2 Heung Yip Road, Wong Chuk Hang, Hong Kong",https://www.linkedin.com/company/pacificbasinshippinglimited/,6/7/2024
72,9370290,INDI,1/25/2024,,3/13/2024,1/25/2029,Interscan Schiffahrtsgesellschatf Gmbh,GER,http://www.interscan.net/,[redacted],[redacted],"Raboisen 32, D - 20095 Hamburg Germany",,6/7/2024
73,9365154,HS BUSAN,12/7/2026,,4/27/2023,12/7/2026,Wessels Reederei GmbH & Co. KG,GER,http://www.wessels.de/,[redacted],[redacted],"Industriestrasse 12-14, 49733 Haren (Ems), Germany.",,6/7/2024
74,9217412,KMTC SINGAPORE,2/23/2026,12/12/2023,8/6/2022,2/23/2026,KMTC Ship Management Co Ltd,KRS,http://www.kmtc.co.kr/,[redacted],[redacted],"10th Floor, Kyobo Life Insurance Building 88-7, Jungang-Dong 4(Sa)-Ga, Jung-gu, Busan, Korea",,6/7/2024
75,9217618,GREENWICH,3/31/2025,1/10/2023,2/29/2024,3/31/2025,RB British Marine UK Ltd,GBI,http://www.rbbritishmarine.com/,[redacted],[redacted],"Millbank Tower, 21-24 Millbank, Westminster, London SW1P 4QD",,6/7/2024
76,9213791,MU XI,9/13/2024,9/13/2024,5/2/2024,9/13/2024,Fujian Shipping (Group) Co Ltd,CHN,,[redacted],[redacted],"Room 701, Building 1, Yuanhongjinjiang Garden 2, 107, Taijiang Lu, Taijiang Qu, Fuzhou, Fujian, C...",,6/7/2024
77,9288849,ANDREA VICTORY,12/15/2025,4/5/2024,12/3/2021,12/15/2025,Thome Ship Management D.O.O,CRT,https://www.thome.com/,[redacted],[redacted],"ulica 7 Domobranske Pukovnije 1, HR-23000 Zadar, Croatia",https://www.linkedin.com/company/thome-ship-management-pte.-ltd./about/,6/7/2024
78,9187370,BAO LI,4/13/2024,4/13/2024,1/17/2024,4/13/2024,Jonmary Shipping Ltd,HKG,,[redacted],[redacted],"Room 1002, 10th Floor, Easey Commercial Building, 253-261, Hennessy Road, Wan Chai, Hong Kong, China",,6/7/2024
79,9210438,PLATINUM RAY,2/28/2025,2/4/2023,1/4/2022,2/28/2025,Stamco Ship Management Co. Ltd,GRC,http://www.stamco.gr,[redacted],[redacted],"21 Akti Miaouli, Piraeus 18535 GREECE",,6/7/2024
80,9229685,MXD XIAMEN,4/25/2027,5/12/2026,7/26/2022,4/25/2027,Mascot Ocean Ltd,CHN,,[redacted],[redacted],"Room 2201, 4686, Xianyue Lu, Huli Qu, Xiamen, Fujian, China.",,6/7/2024
81,9184940,GRAND RACE,1/19/2025,1/19/2025,2/2/2021,1/19/2025,Cido Shipping Korea Co Ltd,KRS,http://www.cidoshipping.com/,[redacted],[redacted],"3/4F, 874-14, Jeonpo 2- dong, Busanjin-gu, Busan, 614-780 Korea",,6/7/2024
82,9227819,MERAKLIS,7/12/2028,7/12/2026,7/12/2023,7/12/2028,Navegadora Transpacifica SA,PAN,,[redacted],[redacted],"65, Akti Miaouli, 185 36 Piraeus, Greece.",,6/7/2024
83,9189938,OCEANA SKY,11/17/2028,1/18/2027,1/18/2024,11/17/2028,Ocean Shipmanagement Ltd,GRC,https://www.oceansmn.com/index.php,[redacted],[redacted],"44-46 Vouliagmenis Avenue Voula 16673, Athens, Greece",,6/7/2024
84,9221449,DORIS,4/1/2015,4/1/2015,3/27/2024,4/18/2025,SHENG ZE SHIPPING MANAGEMENT CO. LTD,HKG,,[redacted],[redacted],"Unit 1602, Beverley Commercial Centre, 87-105, Chatham Road South, Tsim Sha Tsui, Kowloon, Hong K...",,6/7/2024
85,9186431,PROVIDENT,9/16/2027,9/16/2020,10/2/2022,9/16/2027,Qingdao Foto International Shipping Management Co Ltd,CHN,,[redacted],[redacted],"Room 202, Building 21, 18, Taipingjiao Silu, Shinan Qu, Qingdao, Shandong, China",,6/7/2024
86,9237096,TB QUANZHOU,12/10/2027,,12/14/2022,12/10/2027,Wan Hai Lines (Singapore) Pte Ltd,SNG,http://www.wanhai.com.sg/,[redacted],[redacted],"10-01, 79, Anson Road, Singapore 079906",,6/7/2024
87,9285483,HOEGH TOKYO,9/17/2024,9/17/2024,7/30/2021,9/17/2024,Hoegh Autoliners Management AS,NOR,www.hoegh.comhttp://www.hoegh.com,[redacted],[redacted],"Drammensveien 134, 0277 Oslo, Norway.",https://www.linkedin.com/company/h-egh-autoliners-as/,6/7/2024
88,9280354,COMMANDER,9/8/2027,9/8/2025,9/30/2022,9/8/2027,,,,[redacted],[redacted],,,6/7/2024
89,9302815,BAO SHUN,7/19/2024,7/19/2024,6/6/2024,7/19/2029,Bao Sheng Ship Management Co Ltd,CHN,http://www.baoshengshipping.com/,[redacted],[redacted],"Room 2808, Tower A, Mingshi Fortune Center, 20, Gangwan Jie, Zhongshan Qu, Dalian, Liaoning, 1160...",,6/7/2024
90,9245770,CLEMENTINE MAERSK,11/7/2027,1/3/2026,1/4/2023,11/7/2027,,,,[redacted],[redacted],,,6/7/2024
91,9237084,TB ANPING,10/18/2027,9/26/2025,9/27/2022,10/18/2027,Wan Hai Lines (Singapore) Pte Ltd,SNG,http://www.wanhai.com.sg/,[redacted],[redacted],"10-01, 79, Anson Road, Singapore 079906",,6/7/2024
92,9254733,GUTIAN TRUST,3/19/2028,6/14/2026,6/14/2023,3/19/2028,Shanghai Riding Wave Shipping Co Ltd,CHN,,[redacted],[redacted],"Room A-522, 188, Yesheng Lu, Pilot Free Trade Zone, Pudong Xinqu, Shanghai, China",,6/7/2024
93,9253296,SFT EGYPT,4/30/2028,4/30/2023,1/5/2024,4/30/2028,Ocean Fleet Ship 'Manage' Ltd,CHN,,[redacted],[redacted],"Room 301, Block B, 20, Zhuzhou Lu, Laoshan Qu, Qingdao, Shandong, 266101, China",,6/7/2024
94,9289491,LEONOR,9/16/2025,1/24/2024,4/28/2024,4/27/2029,Max Maritime Solutions FZE,UAE,,[redacted],[redacted],"Office G22, Building 1, Hamriyah Free Zone, Sharjah, United Arab Emirates",,6/7/2024
95,9245768,COLUMBINE MAERSK,9/3/2027,10/20/2025,10/21/2022,9/3/2027,,,,[redacted],[redacted],,,6/7/2024
96,9271511,DSM CAPELLA,4/30/2024,4/30/2024,4/18/2024,7/25/2024,Stemship Management Ltd,RUM,,[redacted],[redacted],"Strada Razboieni 77B, Constanta, Romania",,6/7/2024
97,9244611,MICHELIA,2/25/2028,4/24/2026,3/6/2024,2/25/2028,Forecastle Shipping Ltd,CHN,,[redacted],[redacted],"1808, 58, Jinxin Lu, Pudong Xinqu, Shanghai, 200120, China",,6/7/2024
98,9711133,XENIA,2/25/2026,2/25/2026,5/2/2022,2/25/2026,Eurobulk (Far East) Ltd Inc,PHI,,[redacted],[redacted],"470 Kalaw Ave, Ermita, Manila, 1000 Metro Manila, Philippines",,6/7/2024
99,9705067,CMA CGM TIGRIS,12/21/2024,5/15/2024,12/15/2021,12/21/2024,,,,[redacted],[redacted],,,6/7/2024
100,9728679,GREAT FLUENCY,1/14/2026,1/14/2026,12/17/2020,1/14/2026,Hong Kong Ming Wah Ship Management Co Ltd,HKG,https://www.cmhk.com/en/,[redacted],[redacted],"12th Floor, China Merchants Tower, Shun Tak Centre, 168-200, Connaught Road Central, Central, Hon...",,6/7/2024
