#,Methodology Version,API Title,Algorithm,ts,id,ecosystem,utility,technology,sentiments,rda_points,name,type,abbr,logo,marketPrice,marketPrice-USD,circulatingSupply,marketCapitalisation,marketCapitalisation-USD,crunchLevel,description,ivrank
11,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,4779,34.08562968123284,66.567426524279,4.093197776396557,0.0,104.7462539819084,HUSD,null,HUSD,https://assets.rdaindex.com/img/cryptoicons/32x32/4779.png,0.732452099006,0.9998390583916886,2.470693664666606E8,1.8096647607E8,2.470296027273842E8,93.87755102040816,HUSD (HUSD) is a cryptocurrency launched in 2019and operates on the Ethereum platform. HUSD has a...,11
12,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,4642,48.51266801906724,31.505998607610394,23.919547487532903,0.2146266402893488,104.15284075449989,Hedera,null,HBAR,https://assets.rdaindex.com/img/cryptoicons/32x32/4642.png,0.280154652475,0.38242714344704226,1.501894158214876E10,4.20762635949E9,5.743650926860227E9,93.87755102040816,"Hedera (HBAR) is a cryptocurrency launched in 2017. Hedera has a current supply of 50,000,000,000...",12
13,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1765,53.460146103586,29.924009175935424,15.760626020241984,2.684624069008905,101.82940536877231,EOS,null,EOS,https://assets.rdaindex.com/img/cryptoicons/32x32/1765.png,3.364144322161,4.5922496446223535,9.623376155843E8,3.23744262547E9,4.419294573173891E9,93.87755102040816,"EOS (EOS) is a cryptocurrency . EOS has a current supply of 1,038,297,076.1163 with 962,296,664.2...",13
14,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2011,47.82574046592539,26.032904843299644,17.588311552959347,9.260893893501704,100.70785075568608,Tezos,null,XTZ,https://assets.rdaindex.com/img/cryptoicons/32x32/2011.png,4.523861444883,6.175329927355742,8.65566320214685E8,3.91570210401E9,5.345157601335022E9,95.91836734693877,"Tezos (XTZ) is a cryptocurrency . Tezos has a current supply of 894,582,378.421315 with 865,566,3...",14
15,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,6636,60.72522227309871,23.25969880763912,16.122570770084533,8.197089981895114E-7,100.10749267053136,Polkadot,null,DOT,https://assets.rdaindex.com/img/cryptoicons/32x32/6636.png,36.744672176837,50.15858167388368,9.87579314957085E8,3.628827817672E10,4.953557772870848E10,91.83673469387756,"Polkadot (DOT) is a cryptocurrency . Polkadot has a current supply of 1,103,303,471.382273 with 9...",15
16,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1720,46.02784638249932,13.91294636940448,33.39707472002843,4.08535975143915,97.42322722337138,IOTA,null,MIOTA,https://assets.rdaindex.com/img/cryptoicons/32x32/1720.png,0.985638695549,1.3454532611886907,2.779530283E9,2.73961260238E9,3.739728083841814E9,95.91836734693877,"IOTA (MIOTA) is a cryptocurrency launched in 2015. IOTA has a current supply of 2,779,530,283. Th...",16
17,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2577,45.54529216178035,16.69826466618157,29.00015462794406,1.0876235908947558,92.33133504680073,Ravencoin,null,RVN,https://assets.rdaindex.com/img/cryptoicons/32x32/2577.png,0.093027355119,0.12698766687006008,1.0005665E10,9.3080055115E8,1.2705960538242068E9,95.91836734693877,Ravencoin (RVN) is a cryptocurrency launched in 2018. Users are able to generate RVN through the ...,17
18,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1168,45.98120626845602,17.058479083273244,29.041570085236376,0.0504621773337422,92.13171761429939,Decred,null,DCR,https://assets.rdaindex.com/img/cryptoicons/32x32/1168.png,81.988503774843,111.91900265482197,1.346227256937196E7,1.10375158537E9,1.5066841194288585E9,95.91836734693877,Decred (DCR) is a cryptocurrency launched in 2016. Users are able to generate DCR through the pro...,18
19,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,52,40.81847101729336,16.94407658554654,29.10284584422897,1.987608505370632,88.8530019524395,XRP,null,XRP,https://assets.rdaindex.com/img/cryptoicons/32x32/52.png,0.847159148966,1.1564207501890595,4.7081679946E10,3.988567591493E10,5.4446231643296844E10,95.91836734693877,"XRP (XRP) is a cryptocurrency . XRP has a current supply of 99,990,161,790 with 47,081,679,946 in...",19
20,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,541,38.776614170572856,14.921238550778389,31.790780386776145,0.0,85.48863310812739,Syscoin,null,SYS,https://assets.rdaindex.com/img/cryptoicons/32x32/541.png,0.230758827745,0.3149990140805654,6.218262439647447E8,1.4349189512E8,1.9587465378052592E8,93.87755102040816,Syscoin (SYS) is a cryptocurrency launched in 2014. Users are able to generate SYS through the pr...,20
21,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,5777,57.71747025602551,24.853770176814763,2.6012307447971468,0.0,85.17247117763742,renBTC,null,RENBTC,https://assets.rdaindex.com/img/cryptoicons/32x32/5777.png,45852.55697531925,62591.36597911354,16809.15274578,7.7074263398E8,1.0521078313062224E9,95.91836734693877,renBTC (RENBTC) is a cryptocurrency launched in 2020and operates on the Ethereum platform. renBTC...,21
22,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3408,35.41662512775963,48.87783478255817,0.8491118368757087,0.0,85.1435717471935,USD Coin,null,USDC,https://assets.rdaindex.com/img/cryptoicons/32x32/3408.png,0.732659964847,1.000122807167915,3.3546004830979847E10,2.457781472021E10,3.355012452081027E10,91.83673469387756,USD Coin (USDC) is a cryptocurrency and operates on the Ethereum platform. USD Coin has a current...,22
23,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,4687,37.00446956318026,41.167021554519955,5.935273946554729,0.00815981282119183,84.11492487707613,Binance USD,null,BUSD,https://assets.rdaindex.com/img/cryptoicons/32x32/4687.png,0.732675716535,1.0001443091240418,1.370496670595E10,1.004129630137E10,1.370694445769004E10,93.87755102040816,Binance USD (BUSD) is a cryptocurrency and operates on the Binance Chain (BEP2) platform. Binance...,23
24,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,5864,56.55534470662777,24.24344176309281,2.51894045176698,0.0,83.31772692148756,yearn.finance,null,YFI,https://assets.rdaindex.com/img/cryptoicons/32x32/5864.png,24908.93650271996,34002.12471534453,36637.72122588,9.1260667162E8,1.2457603664086697E9,93.87755102040816,yearn.finance (YFI) is a cryptocurrency and operates on the Ethereum platform. yearn.finance has ...,24
25,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2416,36.5522260467007,20.032767886981404,24.48399938229229,1.8266046771861992,82.89559799316059,THETA,null,THETA,https://assets.rdaindex.com/img/cryptoicons/32x32/2416.png,5.256171770661,7.174975457172687,1.0E9,5.25617177066E9,7.174975457171322E9,95.91836734693877,"THETA (THETA) is a cryptocurrency . THETA has a current supply of 1,000,000,000. The last known p...",25
26,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3717,33.82062328414939,38.299962903869286,10.304788531454543,0.0,82.42537471947321,Wrapped Bitcoin,null,WBTC,https://assets.rdaindex.com/img/cryptoicons/32x32/3717.png,45911.11297690238,62671.29827443431,230261.41675071,1.057155791866E10,1.4430781930272863E10,95.91836734693877,Wrapped Bitcoin (WBTC) is a cryptocurrency and operates on the Ethereum platform. Wrapped Bitcoin...,26
27,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1684,39.50873126151468,12.776422893311219,30.1333325744946,0.0,82.4184867293205,Qtum,null,QTUM,https://assets.rdaindex.com/img/cryptoicons/32x32/1684.png,11.342083018052,15.48259281440953,9.88317487260568E7,1.12095789887E9,1.5301717226613142E9,95.91836734693877,"Qtum (QTUM) is a cryptocurrency . Qtum has a current supply of 103,864,203 with 98,830,399.726056...",27
28,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1376,46.04596813000285,20.028364117063475,15.59255823880416,0.1920745262542021,81.85896501212468,Neo,null,NEO,https://assets.rdaindex.com/img/cryptoicons/32x32/1376.png,33.189874027698,45.30607863780659,7.0538831E7,2.34117491495E9,3.195837824303477E9,95.91836734693877,"Neo (NEO) is a cryptocurrency . Neo has a current supply of 100,000,000 with 70,538,831 in circul...",28
29,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2566,47.150369558008364,18.31630876023452,15.633480526573475,0.0,81.10015884481636,Ontology,null,ONT,https://assets.rdaindex.com/img/cryptoicons/32x32/2566.png,0.754310389252,1.0296768762739388,8.75249524E8,6.6020980914E8,9.012241958311143E8,95.91836734693877,"Ontology (ONT) is a cryptocurrency launched in 2017. Ontology has a current supply of 1,000,000,0...",29
30,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1839,27.74653215082438,28.708214321002057,23.951475263006483,0.0,80.40622173483291,Binance Coin,null,BNB,https://assets.rdaindex.com/img/cryptoicons/32x32/1839.png,397.649950770494,542.8149538890395,1.66801148E8,6.632846829066E10,9.054215746025629E10,91.83673469387756,"Binance Coin (BNB) is a cryptocurrency . Binance Coin has a current supply of 166,801,148. The la...",30
31,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2570,38.526156057705,18.663617863263966,22.616185762984976,0.0,79.80595968395394,TomoChain,null,TOMO,https://assets.rdaindex.com/img/cryptoicons/32x32/2570.png,1.943300192048,2.652716043583546,8.66542E7,1.683951235E8,2.298689865814869E8,95.91836734693877,"TomoChain (TOMO) is a cryptocurrency . TomoChain has a current supply of 100,000,000 with 86,649,...",31
32,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2099,45.85182187810368,17.86818283637178,15.580133788073583,0.0,79.30013850254903,ICON,null,ICX,https://assets.rdaindex.com/img/cryptoicons/32x32/2099.png,1.619123154815,2.2101958240372914,6.730649306945556E8,1.08977501398E9,1.4876052991249971E9,93.87755102040816,"ICON (ICX) is a cryptocurrency . ICON has a current supply of 800,460,000 with 673,001,016.925393...",32
33,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1866,38.57735385111161,14.733896694463667,23.739748602282365,1.4497771447945826,78.50077629265223,Bytom,null,BTM,https://assets.rdaindex.com/img/cryptoicons/32x32/1866.png,0.037981355003,0.051846724549189795,1.61357601880749E9,6.12858036E7,8.365863139358689E7,95.91836734693877,Bytom (BTM) is a cryptocurrency . Users are able to generate BTM through the process of mining. B...,33
34,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2492,38.472045187321946,17.657226264580807,20.407062627252316,8.653030447666075E-4,76.53719938219983,Elastos,null,ELA,https://assets.rdaindex.com/img/cryptoicons/32x32/2492.png,3.278784351729,4.475728396916332,1.980968577922344E7,6.495168775E7,8.866277318208492E7,91.83673469387756,Elastos (ELA) is a cryptocurrency launched in 2017. Users are able to generate ELA through the pr...,34
35,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,4847,38.44560611467702,17.67203563424777,20.409607415312152,0.0,76.52724916423693,Stacks,null,STX,https://assets.rdaindex.com/img/cryptoicons/32x32/4847.png,1.402193430257,1.9140743277188512,1.28186171595065E9,1.7974180766E9,2.4535786021813593E9,91.83673469387756,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,281,792,76...",35
36,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1521,35.94404542284485,19.343981778037307,20.47996426051229,0.0,75.76799146139444,Komodo,null,KMD,https://assets.rdaindex.com/img/cryptoicons/32x32/1521.png,0.785066666837,1.0716609564096256,1.2852759213149E8,1.0090272835E8,1.3773800230694667E8,95.91836734693877,Komodo (KMD) is a cryptocurrency . Users are able to generate KMD through the process of mining. ...,36
37,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,4030,35.784230826382895,13.931043908272741,20.7185967392287,5.306171342869146,75.74004281675349,Algorand,null,ALGO,https://assets.rdaindex.com/img/cryptoicons/32x32/4030.png,1.391281368399,1.8991787384127097,6.206090032150329E9,8.63441743234E9,1.1786474237738363E10,93.87755102040816,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 6,667,973,362.301369 with ...",37
38,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3441,38.53760901872708,18.624035780368942,17.445641959805346,1.1255720689563372E-4,74.60739931610827,Divi,null,DIVI,https://assets.rdaindex.com/img/cryptoicons/32x32/3441.png,0.022674288643,0.030951702421611563,2.579697479431446E9,5.849280526E7,7.984602872080477E7,95.91836734693877,Divi (DIVI) is a cryptocurrency launched in 2018. Users are able to generate DIVI through the pro...,38
39,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1567,38.77922156769185,18.99483457163511,15.783365011085543,0.0,73.5574211504125,Nano,null,NANO,https://assets.rdaindex.com/img/cryptoicons/32x32/1567.png,4.498296520473,6.140432341582369,1.33248297197E8,5.9939035164E8,8.182021535689415E8,95.91836734693877,"Nano (NANO) is a cryptocurrency launched in 2015. Nano has a current supply of 133,248,297.197. T...",39
40,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,213,28.140181818790232,16.244695895521673,28.713806578122085,0.04330252068520583,73.14198681311919,MonaCoin,null,MONA,https://assets.rdaindex.com/img/cryptoicons/32x32/213.png,1.145351714316,1.5634706776362655,6.5729674871168E7,7.52835958E7,1.0276641931829031E8,91.83673469387756,MonaCoin (MONA) is a cryptocurrency . Users are able to generate MONA through the process of mini...,40
41,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3077,33.49929711345012,18.573460896883027,20.565201293566936,0.3975688907806831,73.03552819468077,VeChain,null,VET,https://assets.rdaindex.com/img/cryptoicons/32x32/3077.png,0.098494357442,0.13445043810420834,6.4315576989E10,6.33472142904E9,8.647257503091848E9,89.79591836734694,"VeChain (VET) is a cryptocurrency . VeChain has a current supply of 86,712,634,466 with 64,315,57...",41
42,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,463,38.87516220938291,18.565624600645748,15.532044977445876,0.0,72.97283178747453,BitShares,null,BTS,https://assets.rdaindex.com/img/cryptoicons/32x32/463.png,0.03915036219,0.05344248630165031,2.99455E9,1.172377171E8,1.6003619735997912E8,91.83673469387756,"BitShares (BTS) is a cryptocurrency . BitShares has a current supply of 2,994,550,000. The last k...",42
43,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3951,27.790134133751806,20.738684851031685,23.91157469569108,0.14088689004985386,72.58128057052443,Pirate Chain,null,ARRR,https://assets.rdaindex.com/img/cryptoicons/32x32/3951.png,1.530445063363,2.0891451511295833,1.8792354603694E8,2.8760666332E8,3.925995649835507E8,93.87755102040816,Pirate Chain (ARRR) is a cryptocurrency launched in 2018. Users are able to generate ARRR through...,43
44,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1230,38.73988974675576,18.222080066291632,15.532013184294925,0.0,72.49398299734231,Steem,null,STEEM,https://assets.rdaindex.com/img/cryptoicons/32x32/1230.png,0.440566607429,0.6013986478138603,3.92079002754E8,1.7273691609E8,2.3579578209590873E8,91.83673469387756,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 409,115,852.311 with 392,141,75...",44
45,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2087,46.227740206848786,26.222892915217653,0.013783976019126584,0.0,72.46441709808556,KuCoin Token,null,KCS,https://assets.rdaindex.com/img/cryptoicons/32x32/2087.png,13.513520816416,18.446729754721034,8.0118638E7,1.0826848824E9,1.4779268635079231E9,91.83673469387756,KuCoin Token (KCS) is a cryptocurrency and operates on the Ethereum platform. KuCoin Token has a ...,45
46,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3794,36.13118430354761,17.398349821447688,15.686367930084362,3.060583841039201,72.27648589611886,Cosmos,null,ATOM,https://assets.rdaindex.com/img/cryptoicons/32x32/3794.png,26.406782614582,36.04677043092398,2.23952626359188E8,5.91386832023E9,8.072768909769708E9,93.87755102040816,"Cosmos (ATOM) is a cryptocurrency . Cosmos has a current supply of 281,710,321.91399 with 223,925...",46
47,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3930,38.3438539388412,18.028637289295354,15.53306232390308,0.0,71.90555355203963,Thunder Token,null,TT,https://assets.rdaindex.com/img/cryptoicons/32x32/3930.png,0.009661593424,0.013188628286716617,8.1803373E9,7.903509306E7,1.0788742790450051E8,91.83673469387756,Thunder Token (TT) is a cryptocurrency launched in 2019. Thunder Token has a current supply of 10...,47
48,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3714,28.5955505099631,18.403317646917507,20.836938619350928,3.723202731494011,71.55900950772555,LTO Network,null,LTO,https://assets.rdaindex.com/img/cryptoicons/32x32/3714.png,0.205950287732,0.28113393632280853,2.9511617010635996E8,6.077926015E7,8.296717057755566E7,95.91836734693877,"LTO Network (LTO) is a cryptocurrency . LTO Network has a current supply of 401,099,470.01169527 ...",48
49,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1214,38.722204502162896,16.580835014295833,16.254937213678243,0.0,71.55797673013697,Lisk,null,LSK,https://assets.rdaindex.com/img/cryptoicons/32x32/1214.png,2.577374662673,3.518264005723682,1.2890044452198455E8,3.3222473972E8,4.5350579428586996E8,95.91836734693877,"Lisk (LSK) is a cryptocurrency launched in 2016. Lisk has a current supply of 144,818,773 with 12...",49
50,2.0,RDA IV Ranking,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1586,38.6290137528745,17.32180660092224,15.532517383172355,0.0,71.48333773696909,Ark,null,ARK,https://assets.rdaindex.com/img/cryptoicons/32x32/1586.png,1.414347159919,1.930664864680507,1.3287541148418082E8,1.8793196086E8,2.565378883383156E8,91.83673469387756,"Ark (ARK) is a cryptocurrency launched in 2016. Ark has a current supply of 160,985,512 with 132,...",50
