url,title,description,category,type,offer_type,price,company_name,detail,dimension,limit,category_aws
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1661,化塑新材料产品物性数据,化塑新材料产品物性数据，下游制造业用户的“产品字典”。,制造业,API数据,平台内交付,0.05元/次,上海迪塔班克数据科技有限公司,"化塑新材料产品物性数据，集成国内外厂家3万余种产品，包括材料型号、品类名称、生产厂商、特性及用途等信息，提供产品物理化学性能、适用加工方式、应用场景、适宜生产产品等信息，为下游制造业用户选材提供基础信息参考和选择依据，为化塑新材料领域的“产品字典”。

",30,"

",Manufacturing Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1722,Token获取,Token凭证获取,互联网/IT/电子/通信,API数据,平台内交付,0元/次,深圳国信数据服务有限公司,"Token凭证获取

",4,"

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1723,小微企业核查,通过企业唯一标识判断该企业是否为小微企业。,互联网/IT/电子/通信,API数据,平台内交付,0.15元/次,深圳国信数据服务有限公司,"获取Token后，调用接口

",3,"

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1748,物流企业数字化交付能力评价,查询物流企业数字化交付能力评价指标，用于衡量该 企业的货运服务能力,交通运输、仓储和邮政业,API数据,平台内交付,3.8元/次,合肥维天运通信息科技股份有限公司,"通过物流企业在实际运作过程中产生的物流运输数据进行分析，通过多角度的指标分析来衡量一个企业的货运服务能力，目前主要从企业的运作规范率，及时发车率和在运作过程中产生的
长时间停留率和卸货异常率来进行评定

",6,"

仅限与平台建立合作的物流企业查询自身的货运服务能力

",Automotive Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1735,商家分,通过输入实际经营者信息，查询商户基础数据、经营数据等,金融业,API数据,平台内交付,3元/次,上海收钱吧互联网科技股份有限公司,"根据商户经营情况，判断商户实际经营者可持续情况、商户经营健康情况等。

",3,"

使用主体限制：仅供合同需方主体使用。

使用者资质限制：合法合规经营的公司。

使用时长限制：时长使用，即一个月内使用有效，到期后数据不可继续存储。

转让限制：仅合同需方使用，不可转让。

",Financial Services Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1734,商家商户关键特征,通过输入实际经营者信息，查询商户基础数据、经营数据等,互联网/IT/电子/通信,API数据,平台内交付,4元/次,上海收钱吧互联网科技股份有限公司,"根据商户经营情况，判断商户实际经营者可持续情况、商户经营健康情况等。

",44,"

使用主体限制：仅供合同需方主体使用。

使用者资质限制：合法合规经营的公司。

使用时长限制：时长使用，即一个月内使用有效，到期后数据不可继续存储。

转让限制：仅合同需方使用，不可转让。

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=738,商家通用特征,通过输入实际经营者信息，查询商户基础数据、经营数据等,互联网/IT/电子/通信,API数据,平台内交付,6元/次,上海收钱吧互联网科技股份有限公司,"根据商户经营情况，判断商户实际经营者可持续情况、商户经营健康情况等。

",212,"

使用主体限制：仅供合同需方主体使用。

使用者资质限制：合法合规经营的公司。

使用时长限制：时长使用，即一个月内使用有效，到期后数据不可继续存储。

转让限制：仅合同需方使用，不可转让。

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=562,手机姓名核验-联通,手机姓名核验-联通,信息传输、软件和信息技术服务业,API数据,平台内交付,0.13元/次,北京宝华恩利科技有限公司,"**1\. 调用说明：**

请求方式：post

服务名称：api_query_mobileDuration_v1

参数格式：application/json;charset=UTF-8

 **2\. 公共请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
serviceName| 是| String| 服务名称  
accessKey| 是| String| 商户账号  
secretKey| 是| String| 商户秘钥  
timestamp| 是| Long| 时间戳  
businessNo| 是| String| 商户流水号  
  
 **3\. 请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
mobile| 是| String| 手机号  
encryptType| 否| String| 加密类型： MD5; SHA256; SM3  
  
 **4.请求示例**

{ ""serviceName"":""api_query_mobileDuration_v1"", ""accessKey"":""xxx"",
""timestamp"":1602296068483, ""businessNo"":""602296068483"", ""secretKey"":""xxx"",
""mobile"":""xxx"" }  
---  
  
 **5\. 响应参数**

字段| 级别| 必须| 类型| 说明  
---|---|---|---|---  
status| 一级| 是| String| 响应码  
message| 一级| 是| String| 说明  
data| 一级| 是| String| 结果  
value| 二级| 是| String| [0-3)[3-6)[6-12)[12-24)[24+)；-1（未查得）  
operator| 二级| 否| Integer| 1：移动2：联通3：电信4：广电  
  
 **6\. 响应成功示例**

{ ""status"":""0000"", ""message"":""请求成功"", ""data"":{ ""value"":""0-3"" }}  
---  
  
 **7\. 响应失败示例**

{ ""status"":""5000"", ""message"":""数据源异常""}  
---  
  
 **8\. 响应码说明**

status| 说明  
---|---  
0000| 请求成功  
3000| 无效的商户或已禁用  
3001| 商户余额不足  
3002| IP受限  
3003| 商户没有该API访问权限  
4000| 查询参数异常  
4001| 时间戳无效  
4002| 商号入参流水号无效  
4004| 相同键请求过于频繁  
4005| 产品调用超限  
4010| 查询参数异常：身份证格式错误  
4011| 查询参数异常：姓名格式错误  
4012| 查询参数异常：不支持的手机号  
4013| 查询参数异常：银行卡格式错误  
5000| 数据源异常  
  
  

",1,"

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=550,手机姓名核验-联通,手机姓名核验-联通,信息传输、软件和信息技术服务业,API数据,平台内交付,0.15元/次,北京宝华恩利科技有限公司,"**1\. 调用说明：**

请求方式：post

服务名称：api_verify_mobileName

参数格式：application/json;charset=UTF-8

 **2\. 公共请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
serviceName| 是| string| 服务名称  
accessKey| 是| string| 商户账号  
secretKey| 是| string| 商户秘钥  
timestamp| 是| long| 时间戳  
businessNo| 是| string| 商户流水号  
  
 **3\. 请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
mobile| 是| String| 手机号  
name| 是| String| 姓名  
encryptType| 否| String| 加密类型： MD5; SHA256; SM3  
  
 **4\. 请求示例**

{ ""serviceName"":""api_verify_mobileName"", ""accessKey"":""xxx"",
""timestamp"":1602296068483, ""businessNo"":""602296068483"", ""secretKey"":""xxx"",
""mobile"":""xxx"", ""name"":""张三""}  
---  
  
 **5\. 响应参数**

字段| 级别| 必须| 类型| 说明  
---|---|---|---|---  
status| 一级| 是| String| 响应码  
message| 一级| 是| String| 说明  
data| 一级| 是| String| 结果  
value| 二级| 是| String| -1：未查得Y：一致N：不一致  
operator| 二级| 否| Integer| 1：移动2：联通3：电信4：广电  
  
 **6\. 响应成功示例**

{ ""status"":""0000"", ""message"":""请求成功"", ""data"":{ ""value"":""Y"" }}  
---  
  
 **7\. 响应失败示例**

{ ""status"":""5000"", ""message"":""数据源异常""}  
---  
  
 **8\. 响应码说明**

status| 说明  
---|---  
0000| 请求成功  
3000| 无效的商户或已禁用  
3001| 商户余额不足  
3002| IP受限  
3003| 商户没有该API访问权限  
4000| 查询参数异常  
4001| 时间戳无效  
4002| 商号入参流水号无效  
4004| 相同键请求过于频繁  
4005| 产品调用超限  
4010| 查询参数异常：身份证格式错误  
4011| 查询参数异常：姓名格式错误  
4012| 查询参数异常：不支持的手机号  
4013| 查询参数异常：银行卡格式错误  
5000| 数据源异常  
  
  

",1,"

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=554,三要素详版-移动,三要素详版-移动,信息传输、软件和信息技术服务业,API数据,平台内交付,0.36元/次,北京宝华恩利科技有限公司,"**1\. 调用说明：**

请求方式：post

服务名称：api_verify_mobile_detail_rr

参数格式：application/json;charset=UTF-8

 **2\. 公共请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
serviceName| 是| String| 服务名称  
accessKey| 是| String| 商户账号  
secretKey| 是| String| 商户秘钥  
timestamp| 是| Long| 时间戳  
businessNo| 是| String| 商户流水号  
  
 **3\. 请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
mobile| 是| String| 手机号  
idNum| 是| String| 根据证件类型传入对应证件号  
name| 是| String| 姓名  
idt| 否| Integer| 证件类型：  
0：18位身份证  
1：军官证  
2：护照  
3：港澳证  
4：台胞证  
5：警官证  
6：⼠兵证  
7：澳门居民来往内地通行证  
8：香港居民来往内地通行证  
9：组织机构代码证  
10：营业执照号  
11：外国人居留证  
12: 15位身份证  
99：其它证件  
encryptType| 否| String| 加密类型： MD5; SHA256; SM3  
  
 **4\. 请求示例**

{ ""serviceName"":""api_verify_mobile_detail_rr"", ""accessKey"":""xxx"",
""timestamp"":1602296068483, ""businessNo"":""602296068483"", ""secretKey"":""xxx"",
""mobile"":""xxx"", ""name"":""张三"",""idNum"":""xxx""}  
---  
  
 **5\. 响应参数**

字段| 级别| 必须| 类型| 说明  
---|---|---|---|---  
status| 一级| 是| String| 响应码  
message| 一级| 是| String| 说明  
data| 一级| 是| String| 结果  
value| 二级| 是| String| -1：未查得  
Y：一致  
2：姓名不一致  
3：身份证不一致  
4：不一致  
operator| 二级| 否| Integer| 1：移动2：联通3：电信4：广电  
  
 **6\. 响应成功示例**

{ ""status"":""0000"", ""message"":""请求成功"", ""data"":{ ""value"":""Y"" }}  
---  
  
 **7\. 响应失败示例**

{ ""status"":""5000"", ""message"":""数据源异常""}  
---  
  
 **8\. 响应码说明**

status| 说明  
---|---  
0000| 请求成功  
3000| 无效的商户或已禁用  
3001| 商户余额不足  
3002| IP受限  
3003| 商户没有该API访问权限  
4000| 查询参数异常  
4001| 时间戳无效  
4002| 商号入参流水号无效  
4004| 相同键请求过于频繁  
4005| 产品调用超限  
4010| 查询参数异常：身份证格式错误  
4011| 查询参数异常：姓名格式错误  
4012| 查询参数异常：不支持的手机号  
4013| 查询参数异常：银行卡格式错误  
5000| 数据源异常  
  
  

",1,"

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=555,三要素详版-联通,三要素详版-联通,信息传输、软件和信息技术服务业,API数据,平台内交付,0.15元/次,北京宝华恩利科技有限公司,"**1\. 调用说明：**

请求方式：post

服务名称：api_verify_mobile_detail_rr

参数格式：application/json;charset=UTF-8

 **2\. 公共请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
serviceName| 是| String| 服务名称  
accessKey| 是| String| 商户账号  
secretKey| 是| String| 商户秘钥  
timestamp| 是| Long| 时间戳  
businessNo| 是| String| 商户流水号  
  
 **3\. 请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
mobile| 是| String| 手机号  
idNum| 是| String| 根据证件类型传入对应证件号  
name| 是| String| 姓名  
idt| 否| Integer| 证件类型：  
0：18位身份证  
1：军官证  
2：护照  
3：港澳证  
4：台胞证  
5：警官证  
6：⼠兵证  
7：澳门居民来往内地通行证  
8：香港居民来往内地通行证  
9：组织机构代码证  
10：营业执照号  
11：外国人居留证  
12: 15位身份证  
99：其它证件  
encryptType| 否| String| 加密类型： MD5; SHA256; SM3  
  
 **4\. 请求示例**

erviceName"":""api_verify_mobile_detail_rr"", ""accessKey"":""xxx"",
""timestamp"":1602296068483, ""businessNo"":""602296068483"", ""secretKey"":""xxx"",
""mobile"":""xxx"", ""name"":""张三"",""idNum"":""xxx""}  
---  
  
 **5\. 响应参数**

字段| 级别| 必须| 类型| 说明  
---|---|---|---|---  
status| 一级| 是| String| 响应码  
message| 一级| 是| String| 说明  
data| 一级| 是| String| 结果  
value| 二级| 是| String| -1：未查得  
Y：一致  
2：姓名不一致  
3：身份证不一致  
4：不一致  
operator| 二级| 否| Integer| 1：移动2：联通3：电信4：广电  
  
 **6\. 响应成功示例**

{ ""status"":""0000"", ""message"":""请求成功"", ""data"":{ ""value"":""Y"" }}  
---  
  
 **7\. 响应失败示例**

{ ""status"":""5000"", ""message"":""数据源异常""}  
---  
  
 **8\. 响应码说明**

status| 说明  
---|---  
0000| 请求成功  
3000| 无效的商户或已禁用  
3001| 商户余额不足  
3002| IP受限  
3003| 商户没有该API访问权限  
4000| 查询参数异常  
4001| 时间戳无效  
4002| 商号入参流水号无效  
4004| 相同键请求过于频繁  
4005| 产品调用超限  
4010| 查询参数异常：身份证格式错误  
4011| 查询参数异常：姓名格式错误  
4012| 查询参数异常：不支持的手机号  
4013| 查询参数异常：银行卡格式错误  
5000| 数据源异常  
  
  

",1,"

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=551,三要素简版-移动,三要素简版-移动,信息传输、软件和信息技术服务业,API数据,平台内交付,0.28元/次,北京宝华恩利科技有限公司,"**1\. 调用说明：**

请求方式：post

服务名称：api_verify_mobile_rr

参数格式：application/json;charset=UTF-8

 **2\. 公共请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
serviceName| 是| String| 服务名称  
accessKey| 是| String| 商户账号  
secretKey| 是| String| 商户秘钥  
timestamp| 是| Long| 时间戳  
businessNo| 是| String| 商户流水号  
  
 **3\. 请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
mobile| 是| String| 手机号  
idNum| 是| String| 根据证件类型传入对应证件号  
name| 是| String| 姓名  
idt| 否| Integer| 证件类型：  
0：18位身份证  
1：军官证  
2：护照  
3：港澳证  
4：台胞证  
5：警官证  
6：⼠兵证  
7：澳门居民来往内地通行证  
8：香港居民来往内地通行证  
9：组织机构代码证  
10：营业执照号  
11：外国人居留证  
12: 15位身份证  
99：其它证件  
encryptType| 否| String| 加密类型： MD5; SHA256; SM3  
  
 **4\. 请求示例**

{ ""serviceName"":""api_verify_mobile_rr"", ""accessKey"":""xxx"",
""timestamp"":1602296068483, ""businessNo"":""602296068483"", ""secretKey"":""xxx"",
""mobile"":""xxx"", ""name"":""张三"",""idNum"":""xxx""}  
---  
  
 **5\. 响应参数**

字段| 级别| 必须| 类型| 说明  
---|---|---|---|---  
status| 一级| 是| String| 响应码  
message| 一级| 是| String| 说明  
data| 一级| 是| String| 结果  
value| 二级| 是| String| -1：未查得 Y：一致 N：不一致  
operator| 二级| 否| Integer| 1：移动2：联通3：电信4：广电  
  
 **6\. 响应成功示例**

{ ""status"":""0000"", ""message"":""请求成功"", ""data"":{ ""value"":""Y"" }}  
---  
  
 **7\. 响应失败示例**

{ ""status"":""5000"", ""message"":""数据源异常""}  
---  
  
 **8\. 响应码说明**

status| 说明  
---|---  
0000| 请求成功  
3000| 无效的商户或已禁用  
3001| 商户余额不足  
3002| IP受限  
3003| 商户没有该API访问权限  
4000| 查询参数异常  
4001| 时间戳无效  
4002| 商号入参流水号无效  
4004| 相同键请求过于频繁  
4005| 产品调用超限  
4010| 查询参数异常：身份证格式错误  
4011| 查询参数异常：姓名格式错误  
4012| 查询参数异常：不支持的手机号  
4013| 查询参数异常：银行卡格式错误  
5000| 数据源异常  
  
  

",1,"

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=561,手机在网时长-联通,查询请求手机号的在网时长,信息传输、软件和信息技术服务业,API数据,平台内交付,0.13元/次,北京宝华恩利科技有限公司,"**1\. 调用说明：**

请求方式：post

服务名称：api_query_mobileDuration_v1

参数格式：application/json;charset=UTF-8

 **2\. 公共请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
serviceName| 是| String| 服务名称  
accessKey| 是| String| 商户账号  
secretKey| 是| String| 商户秘钥  
timestamp| 是| Long| 时间戳  
businessNo| 是| String| 商户流水号  
  
 **3\. 请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
mobile| 是| String| 手机号  
encryptType| 否| String| 加密类型： MD5; SHA256; SM3  
  
 **4.请求示例**

{ ""serviceName"":""api_query_mobileDuration_v1"", ""accessKey"":""xxx"",
""timestamp"":1602296068483, ""businessNo"":""602296068483"", ""secretKey"":""xxx"",
""mobile"":""xxx"" }  
---  
  
 **5\. 响应参数**

字段| 级别| 必须| 类型| 说明  
---|---|---|---|---  
status| 一级| 是| String| 响应码  
message| 一级| 是| String| 说明  
data| 一级| 是| String| 结果  
value| 二级| 是| String| [0-3)[3-6)[6-12)[12-24)[24+)；-1（未查得）  
operator| 二级| 否| Integer| 1：移动2：联通3：电信4：广电  
  
 **6\. 响应成功示例**

{ ""status"":""0000"", ""message"":""请求成功"", ""data"":{ ""value"":""0-3"" }}  
---  
  
 **7\. 响应失败示例**

{ ""status"":""5000"", ""message"":""数据源异常""}  
---  
  
 **8\. 响应码说明**

status| 说明  
---|---  
0000| 请求成功  
3000| 无效的商户或已禁用  
3001| 商户余额不足  
3002| IP受限  
3003| 商户没有该API访问权限  
4000| 查询参数异常  
4001| 时间戳无效  
4002| 商号入参流水号无效  
4004| 相同键请求过于频繁  
4005| 产品调用超限  
4010| 查询参数异常：身份证格式错误  
4011| 查询参数异常：姓名格式错误  
4012| 查询参数异常：不支持的手机号  
4013| 查询参数异常：银行卡格式错误  
5000| 数据源异常  
  
  

",1,"

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=558,手机二次号查询-联通,手机二次号查询-联通,信息传输、软件和信息技术服务业,API数据,平台内交付,0.15元/次,北京宝华恩利科技有限公司,"**1\. 调用说明：**

请求方式：post

服务名称：api_query_mobileSecondSell

参数格式：application/json;charset=UTF-8

 **2\. 公共请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
serviceName| 是| String| 服务名称  
accessKey| 是| String| 商户账号  
secretKey| 是| String| 商户秘钥  
timestamp| 是| Long| 时间戳  
businessNo| 是| String| 商户流水号  
  
 **3\. 请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
mobile| 是| String| 手机号  
date| 是| String| 日期（格式：20190305）  
encryptType| 否| String| 加密类型： MD5; SHA256; SM3  
  
 **4\. 请求示例**

{ ""serviceName"":""api_query_mobileSecondSell"", ""accessKey"":""xxx"",
""timestamp"":1602296068483, ""businessNo"":""602296068483"",
""secretKey"":""xxx"",""mobile"":""xxx"",""date"":""20190305""}  
---  
  
 **5\. 响应参数**

字段| 级别| 必须| 类型| 说明  
---|---|---|---|---  
status| 一级| 是| String| 响应码  
message| 一级| 是| String| 说明  
data| 一级| 是| String| 结果  
value| 二级| 是| String| -1：未查得 Y：是二次放号 N：非二次放号  
operator| 二级| 否| Integer| 1：移动2：联通3：电信4：广电  
  
 **6\. 响应成功示例**

{ ""status"":""0000"", ""message"":""请求成功"", ""data"":{ ""value"":""Y"" } }  
---  
  
 **7\. 响应失败示例**

{ ""status"":""5000"", ""message"":""数据源异常""}  
---  
  
 **8\. 响应码说明**

status| 说明  
---|---  
0000| 请求成功  
3000| 无效的商户或已禁用  
3001| 商户余额不足  
3002| IP受限  
3003| 商户没有该API访问权限  
4000| 查询参数异常  
4001| 时间戳无效  
4002| 商号入参流水号无效  
4004| 相同键请求过于频繁  
4005| 产品调用超限  
4010| 查询参数异常：身份证格式错误  
4011| 查询参数异常：姓名格式错误  
4012| 查询参数异常：不支持的手机号  
4013| 查询参数异常：银行卡格式错误  
5000| 数据源异常  
  
  

",1,"

",Telecommunications Data
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=560,手机二次号查询-联通,手机二次号查询-联通,信息传输、软件和信息技术服务业,API数据,平台内交付,0.12元/次,北京宝华恩利科技有限公司,"**1\. 调用说明：**

请求方式：post

服务名称：api_query_mobileDuration_v1

参数格式：application/json;charset=UTF-8

 **2\. 公共请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
serviceName| 是| String| 服务名称  
accessKey| 是| String| 商户账号  
secretKey| 是| String| 商户秘钥  
timestamp| 是| Long| 时间戳  
businessNo| 是| String| 商户流水号  
  
 **3\. 请求参数：**

字段| 必须| 类型| 说明  
---|---|---|---  
mobile| 是| String| 手机号  
encryptType| 否| String| 加密类型： MD5; SHA256; SM3  
  
 **4.请求示例**

{ ""serviceName"":""api_query_mobileDuration_v1"", ""accessKey"":""xxx"",
""timestamp"":1602296068483, ""businessNo"":""602296068483"", ""secretKey"":""xxx"",
""mobile"":""xxx"" }  
---  
  
 **5\. 响应参数**

字段| 级别| 必须| 类型| 说明  
---|---|---|---|---  
status| 一级| 是| String| 响应码  
message| 一级| 是| String| 说明  
data| 一级| 是| String| 结果  
value| 二级| 是| String| [0-3)[3-6)[6-12)[12-24)[24+)；-1（未查得）  
operator| 二级| 否| Integer| 1：移动2：联通3：电信4：广电  
  
 **6\. 响应成功示例**

{ ""status"":""0000"", ""message"":""请求成功"", ""data"":{ ""value"":""0-3"" }}  
---  
  
 **7\. 响应失败示例**

{ ""status"":""5000"", ""message"":""数据源异常""}  
---  
  
 **8\. 响应码说明**

status| 说明  
---|---  
0000| 请求成功  
3000| 无效的商户或已禁用  
3001| 商户余额不足  
3002| IP受限  
3003| 商户没有该API访问权限  
4000| 查询参数异常  
4001| 时间戳无效  
4002| 商号入参流水号无效  
4004| 相同键请求过于频繁  
4005| 产品调用超限  
4010| 查询参数异常：身份证格式错误  
4011| 查询参数异常：姓名格式错误  
4012| 查询参数异常：不支持的手机号  
4013| 查询参数异常：银行卡格式错误  
5000| 数据源异常  
  
  

",1,"

",Telecommunications Data
