title,data_type,click_times,description,price,deal_times,version,product_type,category,classification,management,update_frequency,sample_time,data_size,data_form,detail_description,price_type,api_info,cur_url,new_category,category_aws
氟化工指数2022年度指数数据,数据集,184.0,氟化工指数2022年度指数数据,5000.00元,0笔,Bfhg22i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氟化工指数2022年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692000836905541633&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
物流企业查询,API,183.0,物流企业信息（包含档口、物流专线、地址等）,0.50元/次,0笔,v1.0.0,数据产品,"交通物流,快递货运",重要数据,社会数据,不定时更新,待完善,待完善,待完善,"  
  
提供物流企业信息查询接口，信息包含档口、物流专线、地址等。

","

计费方式

计费方式

计费方式

按量计费

计费条件

查得计费

售价(元)

0.50 元/次

每日上限

不限

","

基础信息

接口地址

https://ditmapi.zjdex.com/biaoZhun/apiAction/enterpriseList

支持格式

json

请求方式

post

请求示例

https://ditmapi.zjdex.com/biaoZhun/apiAction/enterpriseList

接口备注

请求头参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
orderid|  true | String| 2021110417170430000004| 购买商品对应的订单编号  
token|  true | String| | 验证加密值 Md5(publicKey+timestamp+privateKey) 加密的32位大写字符串  
timestamp|  true | String| | 精确到毫秒的Unix时间戳  
publicKey|  true | String| | 本平台分配的开发者公钥  
content-type|  true | String| application/json; charset=UTF-8| 请使用UTF-8编码  
  
请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
enterprise_name|  是 | String| 义乌| 物流企业名称  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
msg| String| 响应信息  
code| String| 响应状态  
data| String| 正文数据  
  
返回示例

{

 ""msg"": ""操作成功"",

 ""code"": 200,

 ""data"": [

   {

     ""name"": ""义乌市友力公司"",

     ""start_wd"": ""义乌"",

     ""end_wd"": ""杭州""

   }

 ]

}

系统错误码

错误码| 说明  
---|---  
401| 未授权  
501| 参数错误

",https://ditm.zjdex.com/data-service/product-details?id=1673605434393174018&displayPrice=0.50%E5%85%83%2F%E6%AC%A1&productType=2,交通物流,Automotive Data
文化出海影视公司与服务商公司信息,数据集,179.0,MEGAMEDIA平台影视公司与服务商公司数据,242100.00元,0笔,1.0,数据产品,"企业服务,企业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

商品数据主要为文化宣传监管部门提供多维度的数据支撑，提供企业数据，作品数据，影视行业活动数据，影视行业资讯数据等；提供政策触达数据，业务需求数据及平台整合数据。未来，应用于不断更新的文化内容出海相关数据，为行业分析提供数据来源与数据参考。

","

计费方式

计费方式

一口价

售价(元)

242100.00

",,https://ditm.zjdex.com/data-service/product-details?id=1686554909994590210&displayPrice=242100.00%E5%85%83&productType=0,企业服务,"Retail, Location & Marketing Data"
企业用电行为分析,API,178.0,在指定时间区间内，提供企业月度用电与前一个月比较（环比），或与去年同期进行比较（同比），用于了解企业电量变化趋势。,10000.00元/次,0笔,v1.0,数据产品,"金融科技,信用评估",一般数据-二级数据,社会数据,待完善,待完善,待完善,结构化,"  
  
在指定时间区间内，提供企业月度用电与前一个月比较（环比），或与去年同期进行比较（同比），用于了解企业电量变化趋势。

","

计费方式

计费方式

计费方式

按量计费

计费条件

查得计费

售价(元)

10000.00 元/次

每日上限

不限

","

基础信息

接口地址

https://95598.csg.cn/ucs/ma/wt/style/getSysStyle

支持格式

json

请求方式

post

请求示例

https://95598.csg.cn/ucs/ma/wt/style/getSysStyle

接口备注

请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
yhbh|  是 | Number| 6100000000| 用户编号  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
dl_r_hb| Number| 用户电量上月环比  
dl_r_tb| Number| 用户电量去年同比  
  
返回示例

{}

系统错误码

错误码| 说明  
---|---  
400| 非法请求

",https://ditm.zjdex.com/data-service/product-details?id=1732332074740424706&displayPrice=10000.00%E5%85%83%2F%E6%AC%A1&productType=2,金融科技,Financial Services Data
农贸市场价格数据,数据集,174.0,采集经营户在日常交易时的品种、价格等基础数据，通过剔除异常数据后，可分析农贸市场价格数据。,90000.00元,0笔,V1.0,数据,"企业服务,运营优化",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

利用国研的农贸市场智慧追溯源秤，经营户在日常进行交易的时候就能采集品种、价格等数据；通过一系列规则剔除异常数据、异常价格之后，可以按照市场、区域、品种分析出农贸市场价格数据，包括均值、最低价、最高价，趋势，价格浮动等。

采集的原始数据：包含市场ID、市场名称、电子秤编号、品种编码、品种名称、价格、重量、交易金额，交易日期；

处理后的数据：包含市场名称、地址、商品编码、商品名称、区域编码、最低价、均价、最高价、日期；

数据处理规则：

1、数据清洗，剔除异常数据。由于经营户操作的习惯（不按小数点）导致价格数据往往会存在10倍放大和10倍缩小的情况，所以先求出每一个品种的中位数，剔除前P25和P75之后的数据，再求平均值，求出的平均值作为品种的销售均价；

2、有了品种的均价数据后，取值P25和P75作为品种的最低价和最高价；

数据应用场景与应用效益：

农贸市场价格数据对于经济效益的分析和决策具有重要意义。通过深入挖掘这些数据，我们可以更好地了解市场动态、农业政策影响以及消费者购买行为，为农业经济的发展和市场的稳定提供有力支持。同时，农贸市场的价格数据是CPI的重要组成部分，通过监测和分析这些数据，政府可以了解物价的总体水平，评估物价波动对居民生活的影响。如果物价上涨过快，政府可以采取相应的政策措施，譬如将储备物资投放市场的方式来稳定物价，保障居民的基本生活需求。具体如下：

价格规律分析：通过对各种菜品价格的长期观察和分析，可以了解价格波动的规律。例如，某些菜品在季节性价格高峰期间价格会上涨，而在产量充足或需求较低的时期价格会下降。这种价格规律可以帮助消费者和商家做出更明智的购买和销售决策。

市场供需平衡：农贸市场的价格数据反映了市场上的供需状况。当某种菜品的供应量充足时，价格可能会下降；而当供应量减少或需求增加时，价格可能会上涨。通过分析这些价格数据，消费者和商家可以更好地了解市场动态，并相应地调整他们的购买和销售策略。

农业政策影响：农贸市场的价格数据也可以反映农业政策的影响。例如，政府对某些农产品的补贴政策可能会影响其市场价格。通过对这些价格数据的分析，可以评估政策的实际效果，并为未来的政策制定提供参考。

农业经济发展：通过对农贸市场价格数据的长期观察和分析，可以了解农业经济的发展趋势。例如，随着农业技术的进步和规模化生产的实现，某些菜品的成本可能会降低，进而反映在市场价格上。这些趋势可以为国家制定农业发展计划和政策提供重要依据。

       消费者购买行为：农贸市场的价格数据还可以反映消费者的购买行为。例如，当某种菜品的价格上涨时，消费者可能会减少对该菜品的购买量，转而选择其他价格更为合理的菜品。通过对这些价格数据的分析，可以了解消费者的购买偏好和消费习惯，为商家制定更有效的营销策略提供参考。

","

计费方式

计费方式

一口价

售价(元)

90000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1706214076170575874&displayPrice=90000.00%E5%85%83&productType=0,企业服务,"Retail, Location & Marketing Data"
疫扫授权页面（接口）,API,167.0,该页面（接口）为授权页，配合疫扫查询接口使用。用户进入授权页面，点击同意授权后，后台记录授权权限，并在规定时间内可以发起用户轨迹查询。,1.00元/次,0笔,待完善,数据,"公共服务,社会公共服务",待完善,待完善,待完善,待完善,待完善,待完善,"  
  
（1）打开当地使用的扫码平台

（2）移动网络环境下，实现号码前传，获取用户手机号，跳转到授权页面（如下图所示2-1）

（3）用户选择授权周期后，点击确认。

 **授权周期内** ：政府可以通过疫扫码接口查询授权手机号用户疫扫码状态、红黄码原因。

 **授权周期外** ：弹出授权页面，不授权政府无法查询用户疫扫码状态。

  

价格面议

![图片](https://ditmupload.zjdex.com/tssl-df-
product/20220515/43783902c84847bab15c651418ad4571.png)

","

计费方式

计费方式

计费方式

按套餐计费

计费条件

查得计费

套餐类型

调用次数套餐

产品规格| 套餐调用次数（次）| 售价(元)| 单次价格  
---|---|---|---  
¥1.00/1次 | 1|  ¥1.00 |  ¥1.00元/次  
  
有效期

长期

","

基础信息

接口地址

https://ditmapi.zjdex.com/verifweb/wxClient/getVerif/userPhone/appKey/password

支持格式

json

请求方式

get

请求示例

https://ditmapi.zjdex.com/verifweb/wxClient/getVerif/userPhone/appKey/password?userPhone=无&appKey=无&password=无

接口备注

请求头参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
orderid|  true | String| 2021110417170430000004| 购买商品对应的订单编号  
token|  true | String| | 验证加密值 Md5(publicKey+timestamp+privateKey) 加密的32位大写字符串  
timestamp|  true | String| | 精确到毫秒的Unix时间戳  
publicKey|  true | String| | 本平台分配的开发者公钥  
content-type|  true | String| application/json; charset=UTF-8| 请使用UTF-8编码  
  
请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
userPhone|  是 | String| 无| 用户手机号  
appKey|  是 | String| 无| 调用账号信息  
password|  是 | String| 无| 调用账号密码  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
status| String| 调用是否成功状态  
msg| String| 其他信息  
obj| Object| 具体情况  
  
返回示例

{

    ""status"": 0,

    ""msg"":  **null** ,

    ""obj"": ""授权成功""

}

系统错误码

错误码| 说明  
---|---  
1| appKey或者密码不可为空  
2| appKey或者password不正确  
3| 手机号获取失败,请重新尝试  
4| 获取手机号与传入手机号不同  
99| 其他

",https://ditm.zjdex.com/data-service/product-details?id=1525772412496060417&displayPrice=1.00%E5%85%83%2F%E6%AC%A1&productType=2,公共服务,Public Sector Data
教育信息核验（学历学籍）,API,166.0,提供教育信息核验（学历和学籍）,1.90元/次,0笔,1.0,数据产品,"公共服务,基础公共服务",核心数据,公共数据,待完善,待完善,待完善,待完善,"  
  
1.接口说明

输入姓名、身份证号、客户授权协议号、appcode 查询学历信息 以上均为必填项

请求时使用 json 格式。

2.请求方式

POST

3.接口协议

测试环境：   HTTP

生产环境：   HTTPS

4.请求地址

测试环境：  

生产环境：  

5.请求参数

序号| 参数名| 是否必输| 类型| 参数说明| 约束条件  
---|---|---|---|---|---  
1| name| 是| String| 姓名|  
2| idCard| 是| String| 身份证号|  
3| fileIndex| 是| String| 客户授权协议号|  
4| Authorization(appcode)| 是| String| 配置认证 headers 参数： 必填|  
  
6.请求头

Authorization appcode (创建客户时生成的 appcode)

7.示例

代码示例

@PostMapping(""/getDataTest"")| | | | | | | | | |  
---|---|---|---|---|---|---|---|---|---|---  
@ResponseBody| | | | | | | | | |  
@ApiOperation| | | | | | | | | |  
public String getDataTest(@RequestBody String paramjson, HttpServletRequest
request) {| | | | | | | | | |  
String appcode = request.getHeader(""Authorization"");| | | | | | | | | |  
String apiurl =""https://vehicle.datamount.cn/api/interface/getData"";| | | | |
| | | | |  
JSONObject obj = JSONObject.parseObject(paramjson);| | | | | | | | | |  
| | | | | | | | | |  
RestTemplate restTemplate = RestTemplateUtil.getInstance(""utf-8"");| | | | | |
| | | |  
HttpHeaders httpHeaders = new HttpHeaders() {| | | | | | | | | |  
{| | | | | | | | | |  
set(""Authorization"", appcode);| | | | | | | | | |  
}| | | | | | | | | |  
};| | | | | | | | | |  
httpHeaders.setContentType(MediaType.APPLICATION_JSON);| | | | | | | | | |  
| | | | | | | | | |  
HttpEntity<JSONObject> req = new HttpEntity<>(obj, httpHeaders);| | | | | | |
| | |  
| | | | | | | | | |  
ResponseEntity<String> responseEntity = restTemplate.exchange(apiurl,
HttpMethod.POST, req, String.class);| | | | | | | | | |  
| | | | | | | | | |  
return responseEntity.getBody();| | | | | | | | | |  
}| | | | | | | | | |  
| | | | | | | | | |  
  
  

","

计费方式

计费方式

计费方式

按套餐计费

计费条件

查得计费

套餐类型

调用次数套餐

产品规格| 套餐调用次数（次）| 售价(元)| 单次价格  
---|---|---|---  
¥1.90/1次 | 1|  ¥1.90 |  ¥1.90元/次  
  
有效期

一年

","

基础信息

接口地址

https://ditmapi.zjdex.com/biaoZhun/api/getData

支持格式

json

请求方式

get

请求示例

https://ditmapi.zjdex.com/biaoZhun/api/getData?name=张三&idCard=330123198801245129&fileIndex=001234&Authorization(appcode)=00123

接口备注

请求头参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
orderid|  true | String| 2021110417170430000004| 购买商品对应的订单编号  
token|  true | String| | 验证加密值 Md5(publicKey+timestamp+privateKey) 加密的32位大写字符串  
timestamp|  true | String| | 精确到毫秒的Unix时间戳  
publicKey|  true | String| | 本平台分配的开发者公钥  
content-type|  true | String| application/json; charset=UTF-8| 请使用UTF-8编码  
  
请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
name|  是 | String| 张三| 姓名  
idCard|  是 | String| 330123198801245129| 身份证号  
fileIndex|  是 | String| 001234| 客户授权协议号  
Authorization(appcode)|  是 | String| 00123| 配置认证 headers 参数  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
enrollmentDate| String| 入学时间  
graduationDate| String| 毕业时间  
majorCategories| String| 专业大类  
educationLevels| String| 学历层级  
studyTypes| String| 学习类型  
schoolTypes| String| 学校类型  
  
返回示例

有数据

{

""code"": ""200"",

""data"":""[{\""graduationDate\"":\""0206\"",\""enrollmentDate\"":\""0000\"",\""majorCategories\"":\""其他\"",\""educationLevels\"":\""⼤学本科\"",\""studyTypes\"":\""普通全⽇制\"",\""schoolTypes\"":\""双⼀流学校\""},{\""graduationDate\"":\""0506\"",\""enrollmentDate\"":\""0208\"",\""majorCategories\"":\""财政学类\"",\""educationLevels\"":\""14硕⼠研究⽣\"",\""studyTypes\"":\""其他\"",\""schoolTypes\"":\""211学校\""},{\""graduationDate\"":\""2006\"",\""enrollmentDate\"":\""1209\"",\""majorCategories\"":\""图书情报与档案管理类\"",\""educationLevels\"":\""博⼠研究⽣\"",\""studyTypes\"":\""全⽇制\"",\""schoolTypes\"":\""985学校\""}]"",""originData"":""00000206346120011Wx,02080506218614991Wx,12092006126711021Wx,
"",""message"":""查询成功""}

}

无数据

{

   ""code"": ""200"",

   ""data"": """",

   ""message"", ""查询成功,无数据""

}

系统错误码

错误码| 说明  
---|---  
3| 数据接口调用异常  
-1| 未知异常  
1| 业务异常  
4| 数据token异常  
503| 参数错误  
500| 系统繁忙  
501| API不存在  
502| 请求方式不支持  
505| 系统错误，请联系管理员

",https://ditm.zjdex.com/data-service/product-details?id=1676041315418841090&displayPrice=1.90%E5%85%83%2F%E6%AC%A1&productType=2,公共服务,Public Sector Data
甲醇产业指数2022年度指数数据,数据集,162.0,甲醇产业指数2022年度指数数据,5000.00元,0笔,Bjccy22i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

甲醇产业指数2022年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692007824817332225&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
地址反向匹配,API,160.0,提供服务接口，输入经纬度坐标信息，返回离该坐标最近的标准地址信息和坐标。,0.01元/次,0笔,待完善,数据,"城市治理,应急保障",待完善,待完善,待完善,待完善,待完善,待完善,"  
  
提供服务接口，输入经纬度坐标信息，返回离该坐标最近的标准地址信息和坐标。

","

计费方式

计费方式

计费方式

按套餐计费

计费条件

查得计费

套餐类型

调用次数套餐

产品规格| 套餐调用次数（次）| 售价(元)| 单次价格  
---|---|---|---  
¥1.00/100次 | 100|  ¥1.00 |  ¥0.01元/次  
  
有效期

一年

","

基础信息

接口地址

https://ditmapi.zjdex.com/address_match

支持格式

json

请求方式

post

请求示例

https://ditmapi.zjdex.com/address_match

接口备注

请求头参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
orderid|  true | String| 2021110417170430000004| 购买商品对应的订单编号  
token|  true | String| | 验证加密值 Md5(publicKey+timestamp+privateKey) 加密的32位大写字符串  
timestamp|  true | String| | 精确到毫秒的Unix时间戳  
publicKey|  true | String| | 本平台分配的开发者公钥  
content-type|  true | String| application/json; charset=UTF-8| 请使用UTF-8编码  
  
请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
lon|  是 | Number|  27.980804| 需要查询地址的经度  
lat|  是 | Number|  120.685051| 需要查询地址的纬度  
url|  是 | String| id=1234&timestamp=1650781942&token=ba17496| 用户验证所需的秘钥；  
type|  是 | String| gcj02| 查询经纬度的坐标系（gcj02）；  
k|  是 | Number| 5| k: 返回最接近的k个结果；  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
data| Object| Content-Type: application/json Connection: keep-alive  
  
返回示例

{

    ""code"": ""200"",

    ""data"": {

        ""0"": {

            ""address"": ""浙江省温州市鹿城区南汇街道金鳞社区温州大道温州火车站大楼"",

            ""city"": ""温州市"",

            ""county"": ""鹿城区"",

            ""county_code"": ""330302"",

            ""lat"": 27.980804,

            ""lon"": 120.685051,

            ""town"": ""南汇街道"",

            ""town_code"": ""330302025""

        },

        ""1"": {

            ""address"": ""浙江省温州市鹿城区南汇街道金鳞社区温州大道温州火车站站台"",

            ""city"": ""温州市"",

            ""county"": ""鹿城区"",

            ""county_code"": ""330302"",

            ""lat"": 27.980804,

            ""lon"": 120.685051,

            ""town"": ""南汇街道"",

            ""town_code"": ""330302025""

        },

        ""2"": {

            ""address"": ""浙江省温州市鹿城区南汇街道金鳞社区温州大道温州火车站"",

            ""city"": ""温州市"",

            ""county"": ""鹿城区"",

            ""county_code"": ""330302"",

            ""lat"": 27.980804,

            ""lon"": 120.685051,

            ""town"": ""南汇街道"",

            ""town_code"": ""330302025""

        },

        ""3"": {

            ""address"": ""浙江省温州市鹿城区南汇街道龙源社区温州大道L2409-01号公交始发站"",

            ""city"": ""温州市"",

            ""county"": ""鹿城区"",

            ""county_code"": ""330302"",

            ""lat"": 27.980804,

            ""lon"": 120.685051,

            ""town"": ""南汇街道"",

            ""town_code"": ""330302025""

        }

    },

    ""msg"": ""success""

}

  

            ""lat"": 27.980804,

            ""lon"": 120.685051,

            ""town"": ""南汇街道"",

            ""town_code"": ""330302025""

        }

    },

    ""msg"": ""success""

}

  

系统错误码

错误码| 说明  
---|---  
400| Ip未在白名单中/请求参数为空  
402| 匹配坐标点偏移超过200米  
404| 服务端内部错误，联系我们  
401| 坐标格式不为float

",https://ditm.zjdex.com/data-service/product-details?id=1522525954858754049&displayPrice=0.01%E5%85%83%2F%E6%AC%A1&productType=2,城市治理,Public Sector Data
义乌汽车站车辆信息,API,160.0,义乌汽车站发车和返回义乌汽车站的车辆信息。,0.50元/次,0笔,1.0.0,数据产品,"交通物流,车联网",重要数据,社会数据,不定时更新,待完善,待完善,待完善,"  
  
义乌汽车站车辆信息：

1、义乌汽车发往金华市内外和浙江省内外各个目的地的车辆信息（包含班次号、车牌号、驾驶员和所属公司）。

2、浙江省内以义乌为目的地的客运班车的车辆信息（包含班次号、车牌号、驾驶员和所属公司）。

  

","

计费方式

计费方式

计费方式

按量计费

计费条件

查得计费

售价(元)

0.50 元/次

每日上限

不限

","

基础信息

接口地址

https://ditmapi.zjdex.com/hengFengJY/api/queryVehicleByPage

支持格式

json

请求方式

post

请求示例

https://ditmapi.zjdex.com/hengFengJY/api/queryVehicleByPage

接口备注

请求头参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
orderid|  true | String| 2021110417170430000004| 购买商品对应的订单编号  
token|  true | String| | 验证加密值 Md5(publicKey+timestamp+privateKey) 加密的32位大写字符串  
timestamp|  true | String| | 精确到毫秒的Unix时间戳  
publicKey|  true | String| | 本平台分配的开发者公钥  
content-type|  true | String| application/json; charset=UTF-8| 请使用UTF-8编码  
  
请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
departDate|  是 | String| 2023-01-01| 发车日期  
pageNum|  是 | String| 1| 页码  
pageSize|  是 | String| 100| 每页条数  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
Id| Number| 班次id  
planBusCode| String| 车牌号  
driverName| String| 驾驶员  
carriageCompany| String| 所属公司  
  
返回示例

{""publicResponse"":""{\""requestId\"":\""20230427180459\"",\""responseCode\"":\""00000\""}"",""data"":""{\""currentPage\"":1,\""data\"":[{\""carriageCompany\"":\""义乌恒风\"",\""driverName\"":\""毛新民\"",\""id\"":4880409,\""planBusCode\"":\""浙GJ7028\""},{\""carriageCompany\"":\""义乌恒风\"",\""id\"":4880471,\""planBusCode\"":\""浙GJ6700\""},{\""carriageCompany\"":\""义乌恒风\"",\""id\"":4880491,\""planBusCode\"":\""浙GJ6700\""},{\""carriageCompany\"":\""萧山长运\"",\""id\"":4880585,\""planBusCode\"":\""浙AP8119\""},{\""carriageCompany\"":\""萧山长运\"",\""id\"":4880612,\""planBusCode\"":\""浙AP8119\""},{\""carriageCompany\"":\""三门客运\"",\""id\"":4995170,\""planBusCode\"":\""浙J62669\""},{\""carriageCompany\"":\""运务公司\"",\""id\"":5003306,\""planBusCode\"":\""浙J27110\""},{\""carriageCompany\"":\""义乌客货运\"",\""id\"":5003366,\""planBusCode\"":\""w浙GC7311\""},{\""carriageCompany\"":\""杭淳安长运\"",\""id\"":5013264,\""planBusCode\"":\""浙A9G516\""},{\""carriageCompany\"":\""义乌长运\"",\""id\"":5013271,\""planBusCode\"":\""浙GJ5678\""}],\""pageSize\"":10,\""totalItem\"":300}"",""sign"":""VUx+GSlChcxWzRTU7+Kind/Tcb22GWiTJ2BhsEsSzDXGIOT+c9BJO4vYkOGYc2ljuBwkuMfKmUsSNpb0u6gw/2dQiV0dfvA0rMiTjjeIIsNzxooPUsEkIQm7i9tg0qkVVxGrZkthx9qaUjUjUKFTYaLz1+UwpOOKBnukg2NPx9U=""}

系统错误码

错误码| 说明  
---|---  
9999| 系统异常

",https://ditm.zjdex.com/data-service/product-details?id=1651527537738326017&displayPrice=0.50%E5%85%83%2F%E6%AC%A1&productType=2,交通物流,Automotive Data
身份信息小经分力（社保评分）,API,156.0,对请求人员的社保信息进行评估并返回分值,3.64元/次,0笔,待完善,数据,"金融科技,风险管控",待完善,待完善,待完善,待完善,待完善,待完善,"  
  
查询返回历史属性指数（100分满分）、近期稳定指数（100分满分）、金融能力指数（100分满分）

","

计费方式

计费方式

计费方式

按套餐计费

计费条件

查得计费

套餐类型

调用次数套餐

产品规格| 套餐调用次数（次）| 售价(元)| 单次价格  
---|---|---|---  
¥36.40/10次 | 10|  ¥36.40 |  ¥3.64元/次  
  
有效期

一年

","

基础信息

接口地址

https://ditmapi.zjdex.com/api/external/interfaces/v1/socialInsurance

支持格式

json

请求方式

post

请求示例

https://ditmapi.zjdex.com/api/external/interfaces/v1/socialInsurance

接口备注

请求头参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
orderid|  true | String| 2021110417170430000004| 购买商品对应的订单编号  
token|  true | String| | 验证加密值 Md5(publicKey+timestamp+privateKey) 加密的32位大写字符串  
timestamp|  true | String| | 精确到毫秒的Unix时间戳  
publicKey|  true | String| | 本平台分配的开发者公钥  
content-type|  true | String| application/json; charset=UTF-8| 请使用UTF-8编码  
  
请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
mobile|  是 | String| 135********| 待验证的手机号  
realName|  是 | String| 王****| 待验证的持有人姓名  
idNo|  是 | String| 3303**************| 待验证的身份证号  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
resultCode| String| 验证结果代码1:查得-1:未查得注:当 resultCode=1 时，返回 data 字段  
history| String| 历史属性指数详见历史属性指数分值说明  
stability| String| 近期稳定指数详见近期稳定指数分值说明  
range| String| 金融能力指数详见预测金融能力指数分值说明  
  
返回示例

[

{

""code"": 10015,

""msg"": ""查询成功，且返回数据正常"",

""data"": {

""result"": {

""data"": {

""range"": ""26"",

""stability"": ""39"",

""history"": ""39""

},

""resultCode"": ""1""

}

}

}

]

系统错误码

错误码| 说明  
---|---  
10001| APIKEY无效  
10002| 秘钥验证失败  
10003| 接口调用量不足，请及时充值  
10004| 不被允许的IP  
10005| 参数格式错误，请重试  
10006| Token无效或已过期  
10007| 系统内部错误，请联系技术人员  
10008| 接口不存在  
10009| 接口权限不足  
10010| 接口已被下架停用  
10011| 该接口单日调用已超过限制次数  
10012| 不支持GET/POST请求  
10013| 账号已被停用，请联系客户经理  
10014| 账号已过期，请联系客户经理  
10015| 查询成功，且返回数据正常  
10016| 查询成功，未查到数据结果  
10017| 请勿重复提交  
10018| 渠道数据获取异常  
10019| 该接口调用已超过限制次数

",https://ditm.zjdex.com/data-service/product-details?id=1522470291159851009&displayPrice=3.64%E5%85%83%2F%E6%AC%A1&productType=2,金融科技,Financial Services Data
疫扫查询接口,API,151.0,根据用户授权，查询当前用户14天内的轨迹行程,1.00元/次,0笔,待完善,数据,"公共服务,社会公共服务",待完善,待完善,待完善,待完善,待完善,待完善,"  
  
数据来源:

1)浙江省内移动用户行程轨迹信息

2)全国移动用户近14天行程轨迹信息

使用规则:

用户授权通过并且在有效期内，才能进行近14天内是否去过中高风险地区的行程查询。

  

价格面议

![图片](https://ditmupload.zjdex.com/tssl-df-
product/20220515/55a6aa4e65504d94aac073c240d61bd0.png)

  

","

计费方式

计费方式

计费方式

按套餐计费

计费条件

查得计费

套餐类型

调用次数套餐

产品规格| 套餐调用次数（次）| 售价(元)| 单次价格  
---|---|---|---  
¥1.00/1次 | 1|  ¥1.00 |  ¥1.00元/次  
  
有效期

长期

","

基础信息

接口地址

https://ditmapi.zjdex.com/verifweb/wxClient/wxCheckUserCode

支持格式

json

请求方式

post

请求示例

https://ditmapi.zjdex.com/verifweb/wxClient/wxCheckUserCode

接口备注

请求头参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
orderid|  true | String| 2021110417170430000004| 购买商品对应的订单编号  
token|  true | String| | 验证加密值 Md5(publicKey+timestamp+privateKey) 加密的32位大写字符串  
timestamp|  true | String| | 精确到毫秒的Unix时间戳  
publicKey|  true | String| | 本平台分配的开发者公钥  
content-type|  true | String| application/json; charset=UTF-8| 请使用UTF-8编码  
  
请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
userPhone|  是 | String| 无| 用户手机号  
appKey|  是 | String| 无| 账号  
password|  是 | String| 无| 密码  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
status| Number| 返回状态  
msg| String| 返回成功或者失败，成功：操作成功，失败：返回失败信息  
obj| Object| 数据对象  
Result| String| 行程状态（1-绿码；2-红码；3-黄码）  
Reason| String| 异常行程原因（仅红黄码返回）  
  
返回示例

{

    ""status"": 0,

    ""msg"":  **null** ,

    ""obj"": {

        ""result"": ""2"",

        ""reason"": ""20220212武汉""

    }

}

系统错误码

错误码| 说明  
---|---  
1| appKey或者密码不可为空  
2| appKey或者password不正确  
3| 手机号获取失败,请重新尝试  
4| 获取手机号与传入手机号不同  
99| 其他

",https://ditm.zjdex.com/data-service/product-details?id=1525775500212641794&displayPrice=1.00%E5%85%83%2F%E6%AC%A1&productType=2,公共服务,Public Sector Data
