url,title,description,category,price,provider,dimension,category_aws,price_mode,coverage,volume,size,update_frequency,platform,currency,data_sample
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1661,化塑新材料产品物性数据,化塑新材料产品物性数据，下游制造业用户的“产品字典”。,制造业,0.05,上海迪塔班克数据科技有限公司,30,Manufacturing Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1722,Token获取,Token凭证获取,互联网/IT/电子/通信,0.0,深圳国信数据服务有限公司,4,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1723,小微企业核查,通过企业唯一标识判断该企业是否为小微企业。,互联网/IT/电子/通信,0.15,深圳国信数据服务有限公司,3,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1748,物流企业数字化交付能力评价,查询物流企业数字化交付能力评价指标，用于衡量该 企业的货运服务能力,交通运输、仓储和邮政业,3.8,合肥维天运通信息科技股份有限公司,6,Automotive Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1735,商家分,通过输入实际经营者信息，查询商户基础数据、经营数据等,金融业,3.0,上海收钱吧互联网科技股份有限公司,3,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1734,商家商户关键特征,通过输入实际经营者信息，查询商户基础数据、经营数据等,互联网/IT/电子/通信,4.0,上海收钱吧互联网科技股份有限公司,44,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=738,商家通用特征,通过输入实际经营者信息，查询商户基础数据、经营数据等,互联网/IT/电子/通信,6.0,上海收钱吧互联网科技股份有限公司,212,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=562,手机姓名核验-联通,手机姓名核验-联通,信息传输、软件和信息技术服务业,0.13,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=550,手机姓名核验-联通,手机姓名核验-联通,信息传输、软件和信息技术服务业,0.15,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=554,三要素详版-移动,三要素详版-移动,信息传输、软件和信息技术服务业,0.36,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=555,三要素详版-联通,三要素详版-联通,信息传输、软件和信息技术服务业,0.15,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=551,三要素简版-移动,三要素简版-移动,信息传输、软件和信息技术服务业,0.28,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=561,手机在网时长-联通,查询请求手机号的在网时长,信息传输、软件和信息技术服务业,0.13,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=558,手机二次号查询-联通,手机二次号查询-联通,信息传输、软件和信息技术服务业,0.15,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=560,手机二次号查询-联通,手机二次号查询-联通,信息传输、软件和信息技术服务业,0.12,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=559,手机二次号查询-联通,手机二次号查询-联通,信息传输、软件和信息技术服务业,0.18,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=557,手机二次号查询-联通,手机二次号查询-联通,信息传输、软件和信息技术服务业,0.18,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=552,三要素简版-联通,三要素简版-联通,信息传输、软件和信息技术服务业,0.15,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=553,三要素简版-电信,三要素简版-电信,信息传输、软件和信息技术服务业,0.19,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=545,手机在网状态-电信,手机在网状态-电信,信息传输、软件和信息技术服务业,0.07,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=556,三要素详版-电信,三要素详版-电信,信息传输、软件和信息技术服务业,0.2,北京宝华恩利科技有限公司,1,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=739,各地区小微经济-夜间经济-旅游经济指标,交叉时间、行业、领域等维度输出各个地方当前小微经济指标、夜间经济指标、旅游经济指标现状以及趋势。,互联网/IT/电子/通信,6.0,上海收钱吧互联网科技股份有限公司,7,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1001,运营商二要素核验_姓名手机号,验证姓名和手机号码是否一致,金融业,0.35,紫金诚征信有限公司,3,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1558,供应商信用认证评价证书查询,供应商信用认证评价证书查询,信息传输、软件和信息技术服务业,0.0,中资数据科技有限公司,14,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1561,AI绘图文生图接口,AI绘图文生图接口,信息传输、软件和信息技术服务业,0.1,福建超数科技有限公司,14,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1586,全网热点分析,汇聚新闻网站、政府网站、微信公众号、资讯APP和微博等网络开源数据.,信息传输、软件和信息技术服务业,1.0,拓尔思信息技术股份有限公司,11,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1587,互联网稿件查询,查询互联网多渠道的稿件数据。,信息传输、软件和信息技术服务业,0.5,拓尔思信息技术股份有限公司,24,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1578,单维分,维度类核验分,金融业,3.0,北京银融致信科技有限公司,1,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1539,分电商平台网络零售额,反映各地不同电商平台的发展情况。,信息传输、软件和信息技术服务业,0.1,浪潮卓数大数据产业发展有限公司,9,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1537,网络零售额整体情况,从全局角度反映地区网络零售整体规模和发展态势，助力政府和企业掌握当地电商发展现状,信息传输、软件和信息技术服务业,0.1,浪潮卓数大数据产业发展有限公司,8,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=722,假冒中央企业查询,快速判断企业是否为假冒中央企业。,信息传输、软件和信息技术服务业,0.3,中资检验认证有限公司,3,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=727,中央企业供应商不良行为记录查询,供应商在各中央企业存在的不良行为记录情况。,信息传输、软件和信息技术服务业,0.3,中资检验认证有限公司,7,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1512,投融资数据查询,投融资数据查询API数据产品采用先进的技术和算法，对企业投融资数据进行科学监测和分析，通过数据智能分析，为用户提供多维、及时的投融资信息。,信息传输、软件和信息技术服务业,0.15,中资检验认证有限公司,12,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1497,企业标签查询,企业标签查询API数据产品基于大数据、隐私计算、人工智能等技术，利用自然语言处理（NLP）、图卷积神经网络（GCN）等算法和模型对海量企业数据进行处理、分析后自动生成标签并进行分类。,信息传输、软件和信息技术服务业,1.0,中资检验认证有限公司,3,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1511,各产业月度统计查询,各产业月度统计查询API数据产品根据《国民经济行业分类》等多项标准对各类公司进行产业划分，利用大数据、隐私计算和人工智能等技术，对相关企业、产业数据进行处理分析后产出产业统计数据供用户进行查询使用。,信息传输、软件和信息技术服务业,3.0,中资检验认证有限公司,16,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1540,网络零售分实物商品大类情况,从实物商品交易类型角度，反映网络零售各类商品交易规模和发展趋势，助力政府掌握当地电商优势特色品类，助力企业及时了解电商消费趋势。,信息传输、软件和信息技术服务业,0.1,浪潮卓数大数据产业发展有限公司,11,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1541,网络零售非实物一级行业情况,从非实物一级行业角度，反映网络零售各类非实物行业，如在线餐饮、在线旅游、虚拟商品、在线文娱等行业的交易规模和发展趋势。,信息传输、软件和信息技术服务业,0.1,浪潮卓数大数据产业发展有限公司,10,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1526,商标信息,查询返回商标状态，国际分类code，商标名称，国际分类，流程类别，申请日期，注册号，申请人字段信息,金融业,0.09,紫金诚征信有限公司,6,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1527,银行卡四要素详版认证,验证姓名、身份证、手机号、银行卡号是否匹配，及具体不一致原因详情,金融业,0.3,紫金诚征信有限公司,4,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1525,软件著作权,"查询返回登记日期,首次发表日期,著作权人,简称,登记号,分类号,批准日期,全称,版本号等字段信息",金融业,0.09,紫金诚征信有限公司,5,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1524,专利信息,"查询返回主分类号,申请公布号,申请号,名称,专利名称,授权公告号,授权公告日,申请日,申请人,专利类型,公开公告日,代理机构,发明人,分类,代理人,申请公布日",金融业,0.09,紫金诚征信有限公司,6,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1523,企业工程不良行为,查询返回诚信记录编号、事由、实施部门（文号）、发布有效期、决定内容2、决定内容、标签、诚信记录主体、决定日期、文号等字段信息,金融业,0.09,紫金诚征信有限公司,6,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1522,公示催告,"查询返回发布机构,持票人,票据类型,出票日（可为空）,票号,出票人,票面金额,处理类型,申请人,公告日期,公告内容,付款银行,到期日等字段信息",金融业,0.09,紫金诚征信有限公司,8,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1521,清算信息,"查询返回清算组负责人,清算组成员等字段信息",金融业,0.09,紫金诚征信有限公司,2,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1519,行政许可,"查询返回当前网站公示的企业行政许可信息，包括决定日期/有效期自,截止日期/有效期至,许可文件编号/文书号,许可文件名称,决定许可机关,许可内容,数据来源等字段信息",金融业,0.09,紫金诚征信有限公司,7,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1514,作品著作权,"查询返回登记日期,著作权人姓名/名称,发布日期,登记号,创作完成日期,作品类别,作品名称等字段信息",金融业,0.09,紫金诚征信有限公司,5,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1515,网站/域名备案,"查询返回网址,审核日期,公司类型,网站名称,域名,许可证,公司名称等字段信息",金融业,0.09,紫金诚征信有限公司,7,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1516,企业人员投资情况,"通过企业名称和法定代表人，查询返回担任法人的公司列表,担任高管的公司列表,担任股东的公司等字段信息",金融业,0.09,紫金诚征信有限公司,5,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1517,双随机抽查信息列表,查询返回抽查类型，抽查计划编号，抽查机关，抽查计划名称，详情id，抽查任务编号，抽查完成日期，抽查任务名称等字段信息,金融业,0.09,紫金诚征信有限公司,5,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1518,招投标,"查询返回采购人,发布时间,正文信息,标题,代理机构,公告类型,省份地区,供应商,中标金额等字段信息",金融业,0.09,紫金诚征信有限公司,5,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1520,历史行政许可,"查询返回网站历史公示过的企业行政许可信息，包括决定日期/有效期自,截止日期/有效期至,许可文件编号/文书号,许可文件名称,决定许可机关,许可内容,数据来源等字段信息",金融业,0.09,紫金诚征信有限公司,7,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1266,手机在网时长-联通,查询用户的手机卡自开通以来的使用时间（非上网时间）。,信息传输、软件和信息技术服务业,0.2,天聚地合（苏州）科技股份有限公司,2,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1327,手机在网状态-联通,查询手机号在网状态，返回正常使用、停机、未启用/在网但不可用、不在网（销号/未启用/异常）、预销户等多种状态。,信息传输、软件和信息技术服务业,0.2,天聚地合（苏州）科技股份有限公司,2,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1331,银行卡三元素检测[简],校验银行卡三要素（姓名、身份证号码、银行卡号）信息是否一致，只返回一致或不一致，不返回原因。,信息传输、软件和信息技术服务业,0.28,天聚地合（苏州）科技股份有限公司,4,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1335,银行卡四元素检测[简],校验银行卡四要素（姓名、手机号码、身份证号码、银行卡号）信息是否一致，只返回一致或不一致，不返回原因。,信息传输、软件和信息技术服务业,0.28,天聚地合（苏州）科技股份有限公司,5,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1314,北京市企业税收行政处罚信息查询,北京市企业税收行政处罚信息查询,金融业,1.7,北京国际大数据交易有限公司,18,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1306,北京市企业增值税征收信息查询,北京市企业增值税征收信息查询,金融业,2.8,北京国际大数据交易有限公司,9,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1310,北京市企业所得税征收信息查询,北京市企业所得税征收信息查询,金融业,2.8,北京国际大数据交易有限公司,9,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1313,北京市企业欠税公告信息查询,北京市企业欠税公告信息查询,金融业,1.7,北京国际大数据交易有限公司,11,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1315,北京市企业社保缴存信息查询,北京市企业社保缴存信息查询,金融业,2.8,北京国际大数据交易有限公司,10,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1316,北京市企业医保缴费信息查询,北京市企业医保缴费信息查询,金融业,2.8,北京国际大数据交易有限公司,12,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1317,北京市企业公积金不良企业信息,北京市企业公积金不良企业信息,金融业,2.8,北京国际大数据交易有限公司,6,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1318,北京市企业公积金行政处罚信息,北京市企业公积金行政处罚信息,金融业,2.8,北京国际大数据交易有限公司,6,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1319,北京市企业主要人员信息核验,北京市企业主要人员信息核验,金融业,1.2,北京国际大数据交易有限公司,1,Financial Services Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1032,国民经济三级行业分类企业的同行排名查询,国民经济三级行业分类企业的同行排名查询API数据产品依据《国民经济行业分类》（GB/T 4754—2017）等标准，对企业在三级行业分类中进行排名，可为用户提供各行业内的企业排名情况查询服务。,信息传输、软件和信息技术服务业,15.0,中资检验认证有限公司,86,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1033,企业成长性查询,企业成长性查询API数据产品基于大数据、隐私计算、人工智能等技术，利用交叉验证、混淆矩阵、神经网络等算法和模型对海量企业数据进行处理、分析后自动评估，可为用户提供科学、客观的企业成长性评估结果。,信息传输、软件和信息技术服务业,2.0,中资检验认证有限公司,5,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1034,市场主体分析查询,市场主体分析查询API数据产品基于大数据、隐私计算及人工智能等技术，利用循环神经网络、标签语义关联、特征评分等算法和模型对海量企业数据进行处理、分析，为用户提供科学、客观的市场主体分析和预测结果。,信息传输、软件和信息技术服务业,8.0,中资检验认证有限公司,11,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1035,自然人历史任职高管查询,自然人历史任职高管查询API数据产品可提供查询自然人历史任职高管情况。,信息传输、软件和信息技术服务业,0.15,中资检验认证有限公司,10,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1036,自然人历史担任法人查询,自然人历史担任法人查询API数据产品可提供查询自然人历史担任法人情况。,信息传输、软件和信息技术服务业,0.15,中资检验认证有限公司,10,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1037,自然人历史担任股东查询,自然人历史担任股东查询API数据产品可提供查询自然人历史担任股东情况。,信息传输、软件和信息技术服务业,0.15,中资检验认证有限公司,10,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1038,企业招标信息查询,企业招标信息查询API数据产品聚焦于招投标领域信息挖掘，致力于为用户提供多维、公开的招标信息，旨在帮助用户深入了解招投标市场动态、展现行业趋势、挖掘潜在客户。,信息传输、软件和信息技术服务业,0.15,中资检验认证有限公司,22,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1039,企业中标信息查询,企业中标信息查询API数据产品聚焦于招投标领域信息挖掘，致力于为用户提供多维、公开的中标信息，旨在帮助用户深入了解招投标市场动态、展现行业趋势、挖掘潜在客户。,信息传输、软件和信息技术服务业,0.15,中资检验认证有限公司,20,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=725,严重违法失信企业查询,严重违法失信企业的名单，可以快速判断企业是否存在严重违法失信行为。,信息传输、软件和信息技术服务业,0.3,中资检验认证有限公司,7,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
https://webs.bjidex.com/sys-bsc-home/#/bscConsole/tradingMarket/detail?id=1269,联通手机实名制认证,核验手机运营商三要素（手机号码、姓名、身份证号）信息是否一致。,信息传输、软件和信息技术服务业,0.22,天聚地合（苏州）科技股份有限公司,4,Telecommunications Data,usage-based,CN,0,0,no-update,Beijing International Data Exchange,RMB,
