title,description,price,category,update_frequency,url,category_aws,size,volume,price_mode,provider,coverage,currency,dimension,platform,data_sample
企业评价指标V2.0,查询返回创新能力_等级，社会贡献_等级，成长性_等级，经营风险_等级，企业名称，综合实力_得分，活跃度_得分，合法合规_得分，创新能力_得分，社会贡献_得分，成长性_得分，经营风险_得分，综合实力_等级，活跃度_等级，合法合规_等级,3.9,企业服务,no-update,https://ditm.zjdex.com/data-service/product-details?id=1522466711384301569&displayPrice=3.90%E5%85%83%2F%E6%AC%A1&productType=2,"Retail, Location & Marketing Data",0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
三要素验证详版（全网）,"介绍：金融机构提供认证对象的手机号码、证件号、姓名，判断三要素相互之间的匹配情况，确认用户身份，防止身份伪冒、虚构的情况发生。根据申请者信息验真情况，判断金融业务申请是否存在风险。适用场景：适用于金融行业贷款审批、反欺诈、身份验证等业务场景。客户要求：三要素相关接口要求客户必须满足：银保监会、证监会发布的最新名单名单为准，其他客户需通过四方联审。测试要求：如需测试需要填写测试申请并盖章审核。![图片](https://ditmupload.zjdex.com/tssl-df-
product/20220515/22bb38a81f5248daa0e8180bad5ff852.png)入参| 出参---|---1.手机号码2.身份证号3.姓名4.授权记录号| 1：手机号码、证件号、姓名三者匹配2：手机号码与姓名不匹配3：手机号码与证件号不匹配4：手机号码、证件号、姓名不匹配-1：非移动用户-2：数据异常",1.35,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1525384963932495873&displayPrice=1.35%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
水暖阀门行业-产品生产主数据,产品特点：跨企业数据综合：整合水暖阀门产业的关键生产数据，提供全方位的产业洞察。决策支持：帮助了解整个行业的生产趋势、关键指标，支持产业内部和外部的决策制定与生产流程管理。趋势分析：通过分析数据趋势和变化，揭示产业内的发展趋势和潜在机会。,9000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1737529919294611457&displayPrice=9000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
BPI2021年度指数数据,### 2021年度BPI指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1689081754942119937&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
天御分 V1-互联网综合场景分,产品描述：自行研发而来，使用银行、互金、理财、保险等多领域活跃度数据以及信贷历史行为数据训练而来，值在0~1之间，值越大，坏用户概率越高。产品优势：1、训练样本丰富，覆盖多个互联网金融机构2、底层信息多元，覆盖收支、借贷、理财、保险等多领域行为数据产品使用人群：金融机构、数据机构,0.3,金融科技,irregular,https://ditm.zjdex.com/data-service/product-details?id=1458770649301004290&displayPrice=0.30%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,10995116277760.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
无极云影像平台,1.产品通过了药品监督管理局的医疗器械注册认证，注册证上满足区域级要求、云存储要求、移动端应用要求，且移动端具有三维后处理功能；2.通过了公安部颁发的三级安全等保认证；3.国内首个通过信创国产化认证云影像产品，满足医院未来10年国内政策要求；4.分布式高并发云影像技术引领者；5.产品已在国内多家门诊量超过400万以上大型综合医院使用；6.功能强大，拥有十六大应用功能模块;7.支持私有云或院内云存储部署。,10.0,医疗卫生,no-update,https://ditm.zjdex.com/data-service/product-details?id=1519851634386739201&displayPrice=10.00%E5%85%83%2F%E6%AC%A1&productType=2,Healthcare & Life Sciences Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
义乌汽车站班次车辆信息,义乌汽车站车辆班次信息：1、义乌汽车发往金华市内外和浙江省内外各个目的地的车辆班次信息（包含班次号、客运站名称、排班执行日期、班次时间、驾驶员、到达站点、里程、实际载客量、车牌号等）。2、浙江省内以义乌为目的地的客运班车的车辆班次信息（包含班次号、客运站名称、排班执行日期、班次时间、驾驶员、到达站点、里程、实际载客量、车牌号等）。,0.5,交通物流,irregular,https://ditm.zjdex.com/data-service/product-details?id=1651523693730013186&displayPrice=0.50%E5%85%83%2F%E6%AC%A1&productType=2,Automotive Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
水暖阀门行业-产品主数据标准,水暖阀门行业产品主数据标准是针对水暖阀门行业所设计的一套统一规范的数据定义和管理框架，致力于整合、规范和优化水暖阀门产品相关的主要数据元素，为企业和行业内的数据管理和交易提供统一的基准。特色与优势：全面性：涵盖水暖阀门产品的全方位数据，包括但不限于产品型号、规格、材料、性能参数、技术标准等核心信息。规范性：通过标准化的数据格式和结构，确保数据的一致性和可比性，简化了数据交换和共享过程。可扩展性：设计灵活，支持根据行业发展和需求变化进行数据的扩展和更新，保持标准的时效性和适用性。提高效率：标准化的主数据使企业能够更高效地管理产品信息，降低数据错误率，并加速产品上市和交易的过程。促进合作：作为统一的行业标准，有助于促进企业间合作与交流，推动行业内部信息共享与协作。应用领域：ERP和MES系统：该标准可以应用于企业的ERP和MES系统，为企业的数据管理和运营提供标准化、统一的基础。制造商与供应商关系：简化制造商与供应商之间的数据交流，提高供应链管理效率。市场销售与推广：协助企业更精准地定位目标市场，推广水暖阀门产品。数据分析与决策支持：为企业提供准确的数据基础，支持决策制定和战略规划。,10000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1735700569951772674&displayPrice=10000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
生物医药产业大数据,**生物医药产业大数据围绕药品、医疗器械、关键装备与原辅料、产业服务和医疗服务五大主线，涉及生物医药、原料药、化学制剂、蛋白药物、疫苗、抗体药物、血液制品、基因治疗、干细胞治疗、中成药、中药饮片、保健食品、医疗美容、医用软件、康复器械、医疗机器人、医学影像、体外诊断、可穿戴医疗设备、中医器械、放疗器械、输血/透析、低值耗材、高值耗材、制药装备、药用包材、CDMO、CRO医疗数字化等细分领域的数据,300000.0,医药卫生,real-time,https://ditm.zjdex.com/data-service/product-details?id=1678649434749739010&displayPrice=300000.00%E5%85%83&productType=0,Healthcare & Life Sciences Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
海洋生态环境数据,功能说明一、数据采集与挖掘数据采集与整合通过专业人工采集、传感器监测、水文观测站点等多源数据源，收集包括水质、沉积物、生物体质量、生物多样性、渔业资源等方面的海洋数据。在符合国家既定标准的前提下，确保了海洋数据的全面性和准确性，为后续的分析和应用提供可靠的基础与前提。数据挖掘与分析为了更深入地理解分析海洋数据，采用先进的数据挖掘和分析算法。通过这一功能，我们能够从海量数据中提取有价值的信息，识别趋势、模式和关联性，为科学研究和决策提供深度的支持。应用范围涵盖水文气象、水样沉积物、生物多样性等多个方面。二、海洋数据应用水质环境监测与评估[我们的海洋数据产品提供了全面的水质监测与评估功能，实时监测海水与淡水中的关键生态参数，包括但不限于溶解氧、温度、盐度、]()pH值等。用户可以通过海洋数据产品获取有关水体关键参数的需求信息。这有助于为用户提供全面而可靠的水质数据，推动水域生态系统的可持续发展，为人类创造更健康、更可持续的水资源环境。[沉积物分析]()[对于海洋底部的沉积物环境，基于数据采集整合，用户可以通过海洋数据产品追踪水底沉积物的有机碳、硫化物、石油等信息，更全面、深入地理解海洋生态系统的动态变化，为科学研究、环境监测、资源管理等海洋应用方面提供准确、可靠的海洋数据支持。]()[生物体质量与生物多样性评估]()[生物体质量和生物多样性是海洋生态系统的关键指标。我们的海洋数据产品通过生物采集统计、生态调查、生物体解剖分析等手段，追踪不同物种的数量、分布、生长状况，全面评估单位海域内海洋生物体的健康状况和多样性水平。这一功能有助于推动海洋保护和可持续管理，为深入了解海洋生态系统提供窗口和可靠的理论依据。]()[用户定制化服务]()[我们的海洋数据产品支持用户定制化服务。根据用户的具体需求，我们能够提供特定领域、特定时间范围的数据分析报告，满足用户在科研、决策等方面的个性化需求。](),500.0,城市治理,no-update,https://ditm.zjdex.com/data-service/product-details?id=1737297572792049665&displayPrice=500.00%E5%85%83&productType=0,Public Sector Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
绍兴市便民一体机的空间聚类数据,"一、应用场景：存在以下应用场景：（1）资源规划：通过对不同地区的空间密集度数据进行分析，可以合理规划资源分配，提高资源利用率和服务效率。（2）设备调度：根据不同地区的空间密集度数据，可以调度设备的位置和数量，减少客户的成本投入。（3）环境分析：通过对不同地区的空间密集度数据的变化情况进行分析，可以了解配置的环境因素对设备使用的影响，为设备维护和保养提供数据支持。二、算法规则简要说明：基于一体机各自的经纬度，结合聚类算法可以得出当台一体机方圆百米内存在的一体机总量，若百米内一体机总量超过10台，即判定该区域为热点区域，可结合实际配置需求决定是否要降低或调整该区域一体机分布情况。（1）非层次聚类算法：Sql for i = 1 to num_clusters do min_cost =for j = 1 to
num_data do if j != cluster_i do dist = cost_function(j, i) if dist < min_cost
then min_cost = dist cluster_i = j end if end if end for end for（2）层次聚类算法： Scss root_idx = k_min(distances, data_matrix) root_idx =
k_min(distances, indices, root_idx) k-means_algorithm(data_matrix, indices,
root_idx)",0.0,公共服务,irregular,https://ditm.zjdex.com/data-service/product-details?id=1727167904252370946&displayPrice=%E9%9D%A2%E8%AE%AE&productType=0,Public Sector Data,0.0,0,negotiation,,CN,RMB,0,Zhejiang Big Data Exchange,
绍兴市便民一体机办件量分析数据,一、应用场景：一体机办件量信息记录了一体机设备的月平均办件量、日平均办件量、密集办件时间范围及密集办件时间段。这些信息可用作分析绍兴市一体机办件量峰值情况、办件量高峰时间范围及办件量高峰持续时间，最终可根据数据调整一体机部署点位及数量。二、算法规则简要说明：根据人工采集的日办件、月办件量、办件时间等信息，计算获得对应一体机日、月办件量，并运用日期时间合并、日期时间拆分、计算间隔小时、计算间隔分钟等函数，最终获得月平均办件量、日平均办件量、量高峰时间范围、量高峰持续时间。,0.0,公共服务,irregular,https://ditm.zjdex.com/data-service/product-details?id=1727166909141164033&displayPrice=%E9%9D%A2%E8%AE%AE&productType=0,Public Sector Data,0.0,0,negotiation,,CN,RMB,0,Zhejiang Big Data Exchange,
外国采购商信用报告,“义乌常驻外国人采购商画像”数字产品：1、依托政府公共数据，通过市场采购信息、交易信息、经侦预警信息等维度对外国人采购商进行精准画像，为外国人办理居留证、邀请函等业务提供审批依据；2、基于外国人采购商交易行为信息、采购商基本信息、贸易信息、政府公共信息，提供外国人综合评价指标，为政府管理、优质客户筛选等业务提供业务指标；,5.0,公共服务,no-update,https://ditm.zjdex.com/data-service/product-details?id=1633299095309983746&displayPrice=5.00%E5%85%83%2F%E6%AC%A1&productType=2,Public Sector Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
铝2014年度指数数据,铝2014年度指数数据,1000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1693062072216788994&displayPrice=1000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
铝2016年度指数数据,铝2016年度指数数据,1000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1693069934217338882&displayPrice=1000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
一标上市公司ESG底层数据,**向需求方提供2017年至2021年A股6000多家上市公司以及香港中资股1000多家上市公司披露的ESG定量数据，覆盖近80个定量指标，数据来源于上市公司披露的ESG报告、社会责任报告、可持续发展报告以及定期报告。涵盖环境及社会8大议题80+原始指标。供投资公司、基金公司从E、S和ESG角度准确衡量投资主体资产，高校和咨询公司利用高质量的ESG数据制作ESG报告等。,600000.0,金融科技,yearly,https://ditm.zjdex.com/data-service/product-details?id=1674228336373211137&displayPrice=600000.00%E5%85%83&productType=0,Financial Services Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
区域内数字文旅产业链和企业清单,**简要介绍：专业研究团队做产业定义、核心企业分类，产业链环节专业程度高。全国、省级、市级、区域等多层次，多范围的高质量链上企业名单输出。**使用建议：①产业发展：协助相关部门对数字文旅产业发展情况做判断。②产业招商：为各地招商工作提供招商资源池，助力推进数字文旅产业招商。③产业研究：为咨询机构做产业研究提供实用数据。**特别说明：产业链基础字段在数据集中直接提供，其他关联数据字段可定制化配置（榜单、投融资、专利）。,250000.0,公共服务,no-update,https://ditm.zjdex.com/data-service/product-details?id=1763404460369584129&displayPrice=250000.00%E5%85%83&productType=0,Public Sector Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
银行信用卡场景分,产品描述：融合数据宝与社会侧数据。比如数据宝侧公积金，社保缴费基数，连续缴费稳定性;使用社会侧信用卡正（还款表现良好）负（还款表现差或逾期情节严重）样本。使用机器学习算法（逻辑回归，树模型，神经网络）建立针对信用卡的信用评级模型。返回值在0~1之间，值越大，用户违约概率越高。应用场景:主要应用于银行信用卡核卡信用审核阶段。针对返回值较高的用户直接拒绝，针对返回值中低的用户进行信用卡差异化授信。,0.3,金融科技,irregular,https://ditm.zjdex.com/data-service/product-details?id=1540216264904613889&displayPrice=0.30%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,109951162777600.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
企业信用分详情查询,启信分详情，包含企业资本背景，企业规模，成长性，知识产权，经营质量，风险状况的行业排名信息。（免责声明：评估结果是基于公开大数据计算而成，由于数据不完备，评估结果可能会存在一定的局限性，仅供参考，不能直接作为商业决策的依据。启信宝不对数据真实性、准确性、全面性、时效性负责，不承担使用者的任何商业风险，同时也不保证观点或陈述不发生任何变更。）,150.0,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1530131786526040065&displayPrice=150.00%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
义乌企业信用报告,"“义乌企业信用报告”数据产品：""数据主要覆盖义乌市境内的所有注册企业，报告数据维度如下：基础数据：企业注册基本信息、法人信息、董监高信息、投资情况信息、变更信息、企业章程等企业基本信息；资产信息：机动车信息、不动产登记信息、商位登记信息等资产信息；经营信息：公积金缴纳信息、社保缴纳信息、用水用气信息、债券融资等企业日常经营信息；金融信息：银行流水、收汇、授信、贷款以及担保、金融不良等金融信息；政府评价：纳税信用等级、慈善捐赠信息、归上企业、政府荣誉等相关政府评价信息；经营风险：水电气相关欠费信息、市场采购不良信息、以及各相关职能部门的不良信息等信息；法律风险：法院案件信息、未履行案件信息、失信后履行等相关法律风险信息；为金融机构对义乌小微企业主信用贷款提供贷前审核，贷中监管、客户识别、授信额度计算等业务场景中提供数据服务。",5.0,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1633288474405314562&displayPrice=5.00%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
园区大数据,数据资产名称：产业园区数据资产介绍：产业园区，收录了经济技术开发区、高新技术产业开发区、临空经济示范区、国家级新区等核心产业园区，通过人工采集方式，每月更新。目前园区涉及高端装备产业、生物医药产业、数字经济产业、新材料产业、汽车产业等五大产业。目前产业园区包含相关基础信息以及与之相关的主导产业和重点企业信息，以此可了解地方产业链发展配套设施建设进度和现状。数据资产规模：数量已达10万+数据资产产生方式：通过公共来源信息，加工园区的地址、简介、范围、面积等内容，并根据范围计算出园区内的在营企业。数据资产更新频率：月更数据资产应用场景：产业链精准拓客和产业链招商,300000.0,城市治理,monthly,https://ditm.zjdex.com/data-service/product-details?id=1679051567131205633&displayPrice=300000.00%E5%85%83&productType=0,Public Sector Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
信贷数据宝互联网贷款信用评分,信贷数据宝互联网贷款信用评分是基于政务公共数据基础信息、车辆资产信息、公积金缴纳信息、学历信息、社保信息、证书资质和社会数据客户申请互联网贷款的违约行为信息为样本建模，用于对互联网贷款申请人的违约风险进行预测的标准评分产品。以分数形式展现个人申请互联网贷款的风险等级，取值范围0~1分，分数越高，违约概率越高。,0.48,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1542786788922957826&displayPrice=0.48%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
采购商贷前准入查询,“采购商黑名单查询”数据产品：1、依托义乌小商品城市场经营主体与政府公共数据，建立拖欠货款外贸公司与个人的黑名单体系，为政府办事、金融机构审批审核等业务办理进行风险识别提供提供信息查询服务；,5.0,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1633297048363802625&displayPrice=5.00%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
惠农农产品行情价格数据,"### 功能介绍/Introduction支持查询全国、省、市、区、县各品类每月、日电商行情价格支持查询全国、省、市、区、县各品类每月、日电商行情均价同比、环比涨跌幅### 功能示例 / Example![图片](https://ditmupload.zjdex.com/tssl-df-
product/20231019/dfc06803f8cd4995acee65f432a0797f.png)",1.0,金融科技,daily,https://ditm.zjdex.com/data-service/product-details?id=1714848640916987906&displayPrice=1.00%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
硝酸钾2022年度行情数据,硝酸钾2022年度行情数据,1000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1703950782885994497&displayPrice=1000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
有色指数2011年度指数数据,有色指数2011年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691620265956155394&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
三要素简版（全网）,"介绍：金融机构提供认证对象的手机号码、证件号、姓名，判断三要素相互之间的匹配情况，确认用户身份，防止身份伪冒、虚构的情况发生。根据申请者信息验真情况，判断金融业务申请是否存在风险。适用场景：适用于金融行业贷款审批、反欺诈、身份验证等业务场景。客户要求：三要素相关接口要求客户必须满足：银保监会、证监会发布的最新名单名单为准，其他客户需通过四方联审。测试要求：如需测试需要填写测试申请并盖章审核。![图片](https://ditmupload.zjdex.com/tssl-df-
product/20220515/22bb38a81f5248daa0e8180bad5ff852.png)入参| 出参---|---1.手机号码2.身份证号3.姓名4.授权记录号| 1：手机号码、证件号、姓名三者匹配2：手机号码、证件号、姓名不匹配-1：非移动用户-2：数据异常",1.35,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1525386961364918274&displayPrice=1.35%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
互联网综合反欺诈场景分,产品描述：融合数据宝与社会侧数据。比如数据宝居民户口簿，居住证，温州市市民卡信息，婚姻登记信息，不动产抵押信息，企业法人信息，个人诚信分中遵纪守法分，个人未履行生效判决信息;使用社会侧融合持牌互联网贷款/消金机构的正（还款表现良好）负（存在欺诈行为）样本。使用机器学习算法（逻辑回归，树模型，社区发现）建立针对持牌互联网贷款/消金机构用户的反欺诈模型。返回值在0~1之间，值越大，用户欺诈概率越高。应用场景:主要应用于持牌互联网贷款/消金机构贷款发放欺诈审核阶段。针对返回值较高的用户直接拒绝，针对返回值为中的用户进行交叉验证后再决定是否继续贷款定额定价审核。,0.3,金融科技,irregular,https://ditm.zjdex.com/data-service/product-details?id=1540159017218416641&displayPrice=0.30%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,109951162777600.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
购车意向综合分,通过对手机号码做MD5后查询，返回该号码的购车意向。分数越高，购车意向越高。,0.5,互联网,daily,https://ditm.zjdex.com/data-service/product-details?id=1635575094273843202&displayPrice=0.50%E5%85%83%2F%E6%AC%A1&productType=2,"Retail, Location & Marketing Data",0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
常用位置标签,"介绍：常用位置指，发生通话和流量行为最多的位置，通过对用户常用位置验真，为行业客户提供贷前核验服务，识别潜在骗贷风险，有效降低不良率。适用场景：适用于金融行业贷款审批、反欺诈等业务场景。客户要求：相关接口要求客户必须满足：银保监会、证监会发布的最新名单名单为准，其他客户需通过四方联审。测试要求：如需测试需要填写测试申请并盖章审核。类似标签：工作地位置、居住地位置、常用位置、近3/6个月工作地/居住地城市![图片](https://ditmupload.zjdex.com/tssl-df-
product/20220515/2ac4f8e94223465d9d3db2065e814f06.png)入参| 出参---|---1.手机号码2.经度3.维度4.授权记录号| 1：填写地址与手机号码常用地址距离小于等于 3 公里2：填写地址与手机号码常用地址距离小于等于 5 公里3：填写地址与手机号码常用地址距离小于等于 10 公里4：填写地址与手机号码常用地址距离小于等于 20 公里5：填写地址与手机号码常用地址距离小于等于 30 公里6：填写地址与手机号码常用地址距离小于等于 50 公里7：填写地址与手机号码常用地址距离大于50 公里-1：手机号码为非移动用户-2：数据异常-99：数据库无记录",0.9,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1525677979662491649&displayPrice=0.90%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
